text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
State-by-state college vaccine mandates: Pennsylvania Gov. Tom Wolf vetoes bill that would have made vaccine passports illegal. The institutions it could affect ...,0.00,1.00,Negative,u,,,,,
"Bribes. Lies. Cheats. No informed consent. Shame on Gov. Whitmer to announce COVID-19 vaccine sweepstakes for chance to win cash, college scholarships",0.36,0.64,Negative,a,,,,,
NSW Health apologises after St Josephs College in Hunters Hill received 163 Pfizer COVID-19 vaccine jabs.Mmmmhmmm,1.00,0.00,Positive,u,,,,,
Ready to #TakeyourSHOT at free college? Anyone who has received at least one dose of the vaccine can register to win prizes and cash! Dont miss your #Shotatamillion! Get vaccine information TODAY by visiting,1.00,0.00,Positive,p,,,,,
North Carolina has announced its first $1 million winner and scholarship winner for getting the COVID-19 vaccine.,1.00,0.00,Positive,p,,,,,
"We all came together last week to record a message as part of COVID19 College Vaccine Challenge, an initiative by the and . #VaccinesWork",1.00,0.00,Positive,p,,,,,
"Guardian Australia understands a private girls school, with a large number of boarders, has also been given access by NSW Health to vaccines, while most under 40s remain ineligible for the Pfizer vaccine.",1.00,0.00,Positive,u,,,,,
"I can understand the occasional mistake is made, sometimes more than once, but 163 errors all on the same day and all from the same school, that must be either sheer incompetence or shameless privilege and entitlement.I suspect the latter..#STJOSEPHS",0.18,0.82,Negative,u,,,,,
"-The Biden administration and ICE still have no clear plan to provide vaccine access to the more than 22,100 detained people in ICE custody.-backing away from a promise of free college/university tuition for students from families making less than $125,000",0.52,0.48,Positive,u,,,,,
VACCINE PASSPORTS: A college in Virginia is requiring vaccine passports in the form of special lanyards for vaccinated students who wish to go maskless on campus.,1.00,0.00,Positive,p,,,,,
"Michigan gov. announces COVID vaccine lotteryAccording to the governors office, the sweepstakes will give vaccinated residents a chance to win a combined total of more than $5 million in cash and nine $55,000 college scholarships through a lottery raffle.",1.00,0.00,Positive,p,,,,,
"Sir please open college and vaccine students in college .After vaccination student come to college.if any student not vaccined in college ,they would not allow to enter the college.",0.58,0.42,Positive,p,,,,,
Inaugural session of Vaccine for future India a special vaccination drive for Students at Sharada Vilas College.#KRVaccineDrive,1.00,0.00,Positive,p,,,,,
Till today the same condition and could not register for vaccine for 18+. However had visited the PHC today and surprised to hear the comment. It was told the vaccine is only for college students not for public &amp; why only for students and not for public. Can govt answer on this.,1.00,0.00,Positive,p,,,,,
Maa College vallaythe Rule pettaru...... If Im correct... Max Anni colleges.. Kuda vaccine vepinchukuntune Allow chestaremo... Better Try To vaccinate as soon as possible ....,1.00,0.00,Positive,p,,,,,
"MI expected to launch the MI Shot to Win Sweepstakes -- a vaccine incentive program to encourage more Michiganders to get the COVID vaccine, with a chance to win a combined total of more than $5M and *nine* $55-thousand dollar college scholarships. #lottery #vaccine",1.00,0.00,Positive,p,,,,,
"- come towards mid-August we must protect the schools and get our college students vaccinated, will become the new narrative- delta takes hold, vaccine roll-out ramps up end-August- September hits, we strive for 80%+ vaccination- Autumn turns to winter, flue season",1.00,0.00,Positive,p,,,,,
A Cayuga County student is one of the final winners of a full scholarship to a public college or university in New York an incentive offered by the state to get more children ages 12-17 vaccinated.,1.00,0.00,Positive,p,,,,,
I bet you listen to Bill Gates and his whopping 2 years of college. It doesnt take a genius to read the statistics and weigh them against the known and unknown risks of the vaccine. Why take an experimental vaccine if you are in a low-risk demographic??? It is not difficult.,0.56,0.44,Positive,a,,,,,
"My daughter made her decision for the fall based on the college that required a Covid vaccine vs the school that decided to make it mandatory after deposits were due. Remember, colleges are businesses-money comes first.",1.00,0.00,Positive,a,,,,,
While their parents are in line for a big fat tax cut while the pandemic bankrupts the world as well Really starting to understand the 21st century socialist battle cry #EatTheRich #COVID19Aus #auspol #COVIDVaccination,0.21,0.79,Negative,u,,,,,
As we begin to approach a new college year now is the time to start thinking about getting your student ready to stay on campus. Visit,1.00,0.00,Positive,p,,,,,
"Apparently, the school had no idea it was receiving vaccinations beyond what others were allowed NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs - ABC News",0.27,0.73,Negative,u,,,,,
This is absolute privileged bullshit. And I am fecking calling it. Fuck U,0.29,0.71,Negative,u,,,,,
College should allow students to come to campus if they wanted and if they have got atleast one dose of vaccine. And college should make arrangement for 2 dose for the students present in campus.,1.00,0.00,Positive,p,,,,,
It does make sense to vaccinate borders &amp; others who live in close proximity (but why are aged care workers still waiting is the question?)St Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs,1.00,0.00,Positive,p,,,,,
Planning for university or college? Want a more normal student life? Get your COVID-19 vaccine. Aged 18+ book your vaccine at,1.00,0.00,Positive,p,,,,,
"Maybe not. Heres the vaccine dashboard from VA Tech. Almost every college in Virginia is mandating the vaxand have been really ratcheting up the pressure. Dont know if this number will go up significantly as we get closer to August, but right now, theyre not even at 30%.",0.42,0.58,Negative,p,,,,,
"Vaccination centers for 18-44 age group: 1. Wesely Degree College Campus (Secunderabad) - Pin: 500003Vaccine: COVISHIELD. Cost: Free Total 1800 slots are available on Jul 02 (Dose1: 1800, Dose2: 0) CoWin:",1.00,0.00,Positive,u,,,,,
@ 9:24~ Do you think college students should be required to get the #COVID19 vaccine? Lawsuits are mounting. Weigh in &amp; watch,0.00,1.00,Negative,a,,,,,
Have you received both doses of the COVID-19 vaccine? Be sure to register for Mass VaxMillions Giveaway Drawing. You could win one of five $1 million prizes or one of five college scholarships. Learn more:,1.00,0.00,Positive,,,,,,
"#auspol Privileged rich, how many others from the privileged rich. St Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs",1.00,0.00,Positive,,,,,,
Vaccines are not a one size fits all. My son is 20 and was vaccinated at college but even if my daughter didnt have adverse reaction to others I wouldnt vaccinate her considering around 300 kids have died in US of Covid and 300+ have had major issues from vaccine,0.35,0.65,Negative,,,,,,
"This is the narrative I want to hear about. Not as it relates to college baseball, but the Titans. Clearly NC State would have been more competitive in this series. If Tannehill doesnt take the vaccine, how does that affect Nashville if he comes up positive before playoffs?",1.00,0.00,Positive,,,,,,
"Nuzhat Salim, 46, who lives in PGBT College Road in Bhopal, also got the message of getting the vaccine on June 21. She is not a pensioner but pension documents are recorded as proof of her identity.#MadhyaPradesh #MP #BJP #Vaccine Vaccination fraud #scam",0.00,1.00,Negative,,,,,,
"Union Minister of State for Defence today received second dose of Vaccine at Goa Medical College Hospital, Bambolim. || #PRIMEGOA #TV_CHANNEL #GOA #PRIMEUPDATE #GOANEWS ||",1.00,0.00,Positive,,,,,,
"Heres the answer. An error. But hey, they were only 96% out!",0.00,1.00,Negative,,,,,,
This is resign territory for . Who? What? Why? #nswcovid #VaccineStrollout #nswpol #auspolSt Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs,0.00,1.00,Negative,,,,,,
another #screwup by . #KerryChant pfizer let me say #StJosephsOrphanage used #institutionalised for #experiments,0.00,1.00,Negative,,,,,,
Royal Australian College of General Practitioners president Karen Price said the seriousness of Australias current outbreak meant the decision was appropriate.Dr Price said she would have no hesitation in giving the AstraZeneca vaccine to people under 40. AFR today,0.78,0.22,Positive,,,,,,
"You can still get covid with a vaccine, and still test positive for covid, thus still making yourself ineligible for competition. So the vaccine doesnt do shit then for college baseball players.",1.00,0.00,Positive,,,,,,
"Michigan Gov. Whitmer to announce MI Shot to Win Sweepstakes for chance to win cash, college scholarships - WDIV ClickOnDetroit",1.00,0.00,Positive,,,,,,
"My nieces hubby is a Marine&amp;was already made to get the vaccine. They had planned to start a family this year, both had graduated college,bought their first house,gotten all their ducks in a row to responsibly start a family&amp;now they are worried they wont be able to conceive",0.00,1.00,Negative,,,,,,
Apparently all of the 163 year 12 students #accidentally got on the bus to the vaccine centre. Not only the handful of indigenous year 12s. Parents of students #accidentally signed permission forms. 1 of....,0.00,1.00,Negative,,,,,,
"allowed about 160 year 12 students at St Josephs College Hunters Hill to be inoculated against #COVID19 with the #Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 and above. How is this fair #Auspol",1.00,0.00,Positive,,,,,,
"- Free vaccination drive for our college students was arranged on 29.6.2021 at Basaveshwar Engineering College, Bagalkot under VACCINE FOR ALL - FREE FOR ALL campaign of GoI to fight against COVID.",0.74,0.26,Positive,,,,,,
Like the error the rich made when they locked the poor in the bowels of the Titanic as they escaped in half full lifeboats. #auspol NSW Health apologises for \error\ after St Joseph\s College students receive Pfizer COVID-19 vaccine jabs,0.48,0.52,Negative,,,,,,
"Operation Summer Crush, they think its summer and with the vaccine, they expect alot of speeders and drunk hobo college kids.",0.00,1.00,Negative,,,,,,
"Gee, when I went to college, I had to prove I had a smallpox vaccination. When I wanted to meet my new great nephew, I had to have a tdap booster. Vaccines help, not hurt but because you support the selfish, you dont support this vaccine. #FlipTheFirst.",0.58,0.42,Positive,,,,,,
"Interestingly, workplace vaccine requirements are substantially more popular than workplace vaccine incentives (51% vs 39%), but most dont want their own workplaces to require vaccination (61%). K-12 (52%) &amp; college (58%) vax requirements are more popular than workplace ones 3/4",0.86,0.14,Positive,,,,,,
"My apartment complex and college are all mask free of vaxed but even if this vaccine is 1000% effective, not having a cold for a year was the best experience of my life. Youll be damned if you try and take this mask off me",0.78,0.22,Positive,,,,,,
This should give us some evidence on non-masking and COVID-19.And whether a college town is safe for opening without vaccine requirements.,1.00,0.00,Positive,,,,,,
Im sure this feels good to say but its not particularly helpful. My college-educated mom would laugh at flat earthers but believes theres enough reason to delay getting a vaccine until its better understood. Were not going to shame people like her into changing their minds.,0.75,0.25,Positive,,,,,,
Governor Wolf vetoed a bill that would ban vaccine passports on Thursday morning. Click the link below for the full story and how this impacts Pennsylvanians.,0.00,1.00,Negative,,,,,,
"UCI Medical Ethics director: risks of Covid vaccination outweigh potential benefits of the vaccine for college age students,Dr. AaronKheriaty",0.55,0.45,Positive,,,,,,
How College COVID Vaccine Mandates Put Students In Danger,0.00,1.00,Negative,,,,,,
Schools shock Covid-19 vaccine move,0.00,1.00,Negative,,,,,,
"Did your employer require that you get the vaccine to keep your job? That is illegal infringement of your rights. Some colleges are requiring vaccine, but their rationale is, Well, you could always go someplace else; you dont have to come to this college.",0.38,0.62,Negative,,,,,,
"/1.. I keep watching these and they are extremely informative...but as a practical matter how can they help me? I have two college age sons in VA who have had covid, and who are now under threat of mandate by their universities to take the vaccine. Would be..",0.53,0.47,Positive,,,,,,
"Australias egalitarian, classless society? Dont make me fucking laugh. Christ, if theres a place asking for a revolution.",1.00,0.00,Positive,,,,,,
"Hallo, please find the unroll here: 1/ How College COVID Vaccine Mandates Put Students In Danger: The",0.40,0.60,Negative,,,,,,
Just 40.6% of College Students have received one dose of Vaccine and you are planning to re open colleges and conduct offline examinations. See the reality before making illogical statements.#cancelvtuexams #Noexamsuntilvaccination#reconsiderreopening #karnataka,0.00,1.00,Negative,,,,,,
YOU NEED TO GET THAT FATHER TO SUE THE COLLEGE THAT FORCED HIS SON &gt;&gt; THAT IS THE ONLY WAY TO STOP THE FORCED VACCINE SHIT &gt;&gt; PROTECT YOUNG MEN &gt; I HAVE A HEART CONDITION &gt; I AM ONLY &gt; DO NOT ALLOW THIS TO CONTINUE,0.36,0.64,Negative,,,,,,
"Colleges Say Students Must Get a Covid Vaccine. But No, Not That One.",0.00,1.00,Negative,,,,,,
An error: health department says Sydney private school students given Pfizer vaccine by mistake. Yes we believe everything the Government tells us #auspol #pfizer,0.35,0.65,Negative,,,,,,
"Congrats to the first winners of the Summer Cash and Cash 4 College drawings! You still have three more chances to win $1 million for those 18+ or $125,000 for post-secondary education for those 12-17. Its easy to enterget your vaccine!",1.00,0.00,Positive,,,,,,
Consider the case of an 18 yo male who has had 1 dose of an mRNA vax against COVID and had PCR+ COVID in late 2020.He is concerned because a friend had myocarditis from vaccine and does not want to take 2nd dose.College/work mandates he take second dose are:,0.72,0.28,Positive,,,,,,
Age care workers nurses essential front line workers are desperately waiting for the #Pfizer vaccine to continue their important minacious work &amp; prevent transference of #COVID to patients.Yet St Josephs College Hunter Hill students &amp; staff take the jab right out of their arms!,0.71,0.29,Positive,,,,,,
"We are getting not really a wave except local outbreaks in areas with a lower vaccine rate .Most adults and teens want the shot at some point vaccines are required at work and college. Also more important we and Canada are reopening for Europe, Mexico and UK in a couple of weeks",0.60,0.40,Positive,,,,,,
"no stats on deaths from vaccine or the adverse effects. On the Zoe Kings College app lots of people reporting side effects, serious enough not to their 2nd jab",0.00,1.00,Negative,,,,,,
All students in Human Studies in my college had to get their Hep B shots before they could graduate and Animal care students had to get their Rabies Shot for Protection! Its normal and now we add Covid19 Vaccine,1.00,0.00,Positive,,,,,,
Im guessing they dont teach Math at this school.An error: health department says Sydney private school students given Pfizer vaccine by mistake,0.00,1.00,Negative,,,,,,
"Registration for #MassVaxMillions is now open! If you have taken the #COVID19MA vaccine, enter to win $1 million or a college scholarship. Havent been vaccinated yet? Get your shot today to enter the contest!",1.00,0.00,Positive,,,,,,
"Vaccination centers for 18-44 age group: 1. Mumtaz Degree P.G. College (Saidabad) - Pin: 500059Vaccine: COVISHIELD. Cost: Free Total 1300 slots are available on Jul 01 (Dose1: 1300, Dose2: 0) CoWin:",1.00,0.00,Positive,,,,,,
"Oh shit, an error, a gross political error! #auspol#COVID19Aus#COVID19nsw",0.00,1.00,Negative,,,,,,
So the vaccine hierarchy is:1. High profile politicians (selfie purposes)2. St Josephs College Year 12s3. THE VULNERABLE4. The people looking after the vulnerable 5. Essential workers6. Anyone else whos still alive once Top 5 are done.#COVID19nsw #COVID19Aus #thedrum,0.70,0.30,Positive,,,,,,
"Just got an email from the community college for return to work requirements for the fall semester.Not only must everyone be vaccinated and provide proof, but everyone must also wear masks.Seems like they either dont trust the vaccine or dont trust peoples self-reporting.",0.32,0.68,Negative,,,,,,
This is a small but sweet victory for PA! Thaddeus Stevens College of Technology has officially rescinded its mandatory COVID vaccine requirement!!!,1.00,0.00,Positive,,,,,,
"Trumps not the one pushing the vaccine on children over 12, healthy college kids, and those who have had the virus so they have superior immunity. The virus undoubtedly has helped many over 40, obese, or have another condition. Trump would have pushed as a choice.",1.00,0.00,Positive,,,,,,
"Immune responses themselves are not contagious. Do you see people getting massive outbreaks of meningitis every year at college? The meningococcal vaccine is required for colleges, so if the immune response to that was contagious, then wed see a lot more meningitis",0.74,0.26,Positive,,,,,,
It was bound to happen sometime yes I put my daughters wallet with her vaccine card through the wash. Sigh. It just survived but think shell be getting a new printout for college records etc.,1.00,0.00,Positive,,,,,,
"Two reigning pageant queens in North Carolina will be visiting Robeson Community College on Wednesday to help promote a COVID-19 vaccination clinic, according to the school.",1.00,0.00,Positive,,,,,,
"When physicians are silenced, diagnoses will be in jeopardy. If patient presents with the likelihood of a reaction, e.g., from a vaccine dose(or booster, now proposed), the obvious could be ignored out of an abundance of caution&amp;fear of college repercussions.",0.00,1.00,Negative,,,,,,
Massachusetts leads in higher education so no surprise that EVERY State U and campus has signed up for the White House #COVID19 College Vaccine Challenge. Lets do this!,0.58,0.42,Positive,,,,,,
my Colorado kid got their COVID vaccine in Iowa while at college (Both doses of moderna). You keep sending mail encouraging them to get the shots how can they get off the list to save resources?,1.00,0.00,Positive,,,,,,
When I was in college my downstairs neighbor lived in an IRON LUNG. She had a Snoopy sticker on it. She had polio as a child. Polio was real and I was lucky my mom was a big vaccine advocate.,1.00,0.00,Positive,,,,,,
Its outrageous and grossly unfair that NSW Health has approved the request of St Josephs College to have its Year 12 students vaccinated while 2/3 of staff in one of its aged care home are unvaccinated and the request for vaccine access for teachers has fallen on deaf ears.,0.36,0.64,Negative,,,,,,
"A very, very tall kid just won a college scholarship. Says he didnt even know his mom entered him into the vaccine lottery.",1.00,0.00,Positive,,,,,,
Sok if nurses and aged care workers are still waiting for their vaccine. As long as young Sebastian Smithers-Smythe III is ticketyboo with his.,1.00,0.00,Positive,,,,,,
my college also forced me to get the vaccine,0.00,1.00,Negative,,,,,,
"No way.OR: allow the taxes to be reduced to zero the money is invested into real enterprises, rather than hoarded.Also: tax the private college endowments.Also: Moderna vaccine was funded with govt money",0.00,1.00,Negative,,,,,,
The rorts never stop under LNP governments. This is unbelievable when so many critical workers are missing out. St Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs,0.43,0.57,Negative,,,,,,
"Its likely not just that, unfortunately. Admissions for fall are down overall. With CUNY eliminating the need for SATs, students have a much wider tangle of college options. Itll take a few years for all of this admission testing/vaccine/hybrid/remote chaos to shake out.",0.27,0.73,Negative,,,,,,
Some twenty-somethings in South Korea are allegedly taking advantage of a government scheme that aims to vaccinate all students heading to the CSAT/suneung exam,1.00,0.00,Positive,,,,,,
"NSW Health agrees to request for St Josephs College Year 12s to access Covid vaccine as many boarders are from Indigenous or remote communities just under the headline, and seems incredibly valid to me",1.00,0.00,Positive,,,,,,
An error: health department says Sydney private school students given Pfizer vaccine by mistake An error? My arse. It was bloody intentional...,0.00,1.00,Negative,,,,,,
So private schools students can get access to the vaccine but aged care workers cannot,1.00,0.00,Positive,,,,,,
College Students Suing Over State Universities Vaccine Mandates Truth Unmuted,0.52,0.48,Positive,,,,,,
"I figure, you dont need a college degree to be smart enough to not fall for the tracker in the vaccine theory. Your data is all tracked every time you use gps, your computer, your phone, your bankcard. So why do smart people still believe that shit?#antivaxconspiracy",1.00,0.00,Positive,,,,,,
"Change schools, educate yourself. Did you actually analyze the study for yourself? Or do you read headlines? Funny you ignored double blind controlled vaccine studies but believed an observational study. Biased much?One semester in college! Wow!",0.57,0.43,Positive,,,,,,
Seems like approvals for pfizer were given to an expensive private boys school in Sydney. How many sons of ministers?Who said money doesnt talk...Another spreadsheetMore corruption,1.00,0.00,Positive,,,,,,
CT Public health is offering college students a $2750 stipend to join efforts in focusing on addressing vaccine hesitancy and to help scale down hesitancy in Covid vaccines,0.56,0.44,Positive,,,,,,
"Im now trying to picture what its like to be a mask wearing, vaccine spreading, college educated, science literate doctor that still somehow votes Republican with the rest of the anti-mask, anti-vaccine, anti-college, anti-science fucking morons..",0.49,0.51,Negative,,,,,,
"Hey, Massachusetts residents -registration for VAXMILLIONS starts today. You have a chance to win $1m or college scholarships - if you are fully vaccinated. #vaccine #Shot #jab",1.00,0.00,Positive,,,,,,
"Please encourage students to be fully vaccinated as they return to school, college or university this autumn. Those requiring 2 vaccine doses should be vaccinated during early July with the 2nd dose near the middle of August.The delta variant may cause illness or school closures",0.67,0.33,Positive,,,,,,
"Special, front of the line serviceNSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs",0.62,0.38,Positive,,,,,,
"163 year 12 students in one of the richest schools in the country received the vaccine by mistake. Someone requested them, someone approved.What are the priority groups for then?Very disappointing,",0.38,0.62,Negative,,,,,,
"Post Graduation College , Research Institute pan suru Kara M Pharmacy 10-15 student per Department strength aste ..... Sagla possible ahe social distance Vaccine gyeun ....",1.00,0.00,Positive,,,,,,
College Students Suing Over State Universities Vaccine Mandates - California Globe,0.00,1.00,Negative,,,,,,
"Arundelpet police station back side .. Majeti guravayya college .. Govt . Free vaccine .. And private hospitals .. ramesh hospital , manipal hospitals .. ( only paid vaccine )",1.00,0.00,Positive,,,,,,
"March 2020, reading the Imperial College report on measures needed to lower the mortality rate of Covid19, realizing the scale of what we could be facing without a vaccine, the potential end of society as we knew it, the fact I might never see my parents again. I was broken.",0.00,1.00,Negative,,,,,,
"Congratulations to Year 10 Debating Team of Cara, Reefe, William, Grace &amp; Georgina on winning the Burnley College Debating Competition fighting off excellent competition from CRGS, West Craven &amp; Mount Carmel on the subjects of vaccine passports, civil liberties &amp; much more.",0.87,0.13,Positive,,,,,,
An error: health department says Sydney private school students given Pfizer vaccine by mistake,0.00,1.00,Negative,,,,,,
"If your 18 year old son was positive Covid 3/2021 (test, symptoms, now confirmed antibodies) and his college mandates vaccine would you recommend j&amp;j? concerned about mRNA vax and myocardial reports in young males. Need to make decision ASAP to meet entrance requirement.",1.00,0.00,Positive,,,,,,
Sounds believable. I hope this explanation can put this whole episode to rest. An error: health department says Sydney private school students given Pfizer vaccine by mistake,0.36,0.64,Negative,,,,,,
Plz plzzz sir last year college vala ni exam online lo plzzzz promotion nai aapo toh plzzz online exam lev... Offline exam bo risk che ajun bhi corona nathi gayo ane ketla ase ke jaye vaccine nai lithi ase plzzz plzzzz sir request to u online exam lo... Amari life sathe na ram..,0.26,0.74,Negative,,,This is not in english :p but seems pro vaccine xD,,,
"I take the bus and train to college. Im not eligible for the vaccine because Im 17, but when I caught covid last year I had it extremely bad. So many of us on public transport will not of had one jab, let alone both. Ill be keeping my mask on on public transport.",0.00,1.00,Negative,,,p,p,,
"For one thing, she is visiting vaccination sites to give thanks and encouragement to those working and those getting the vaccine. For another, shes still teaching her classes as a college English professor. Shes involved in efforts to raise funds for animal charities.",1.00,0.00,Positive,,,p,p,,
what is your favorite part? Bombs on Iran day 1? Killing 100k jobs. Terrible vaccine distribution? Condoning Concentration camps in China. Or just not knowing who he is. the 3 pre rehearsed questions hes been asked in 6 months. Free College? Due tell I am eager to know,0.57,0.43,Positive,,,p,p,,
"Grab-a-jab today at #Calderdale College No appointment needed.! 9:30am-4pm Pfizer vaccine, first and second doses (if 8 weeks since your first)For more details visit",0.00,1.00,Negative,,,p,p,,
"You seem to be under the impression that people who dont have the vaccine are staying home, or are going out with a mask. This is not the case.",1.00,0.00,Positive,,,p,p,,
"Have a preteen or teen planning to go back to school or start college this year? Remember to stop by your pediatricians office to get caught up on shots, including the potentially life-saving meningococcal #vaccine.",0.00,1.00,Negative,,,u,u,,
"Graduate Student Tells RFK, Jr. How She Took on Her Schools COVID Vaccine Policy and Won",1.00,0.00,Positive,,,a,a,,
Oops. We accidentally vaccinated the wrong person.163 times,0.00,1.00,Negative,,,u,u,,
"Love drinkers of rum.We,re underratedit makes delicious Areba Rubas....thevaccine for boredom I invented in college",0.78,0.23,Positive,,,u,u,,
"Didn\t they also accidentally empty the #RubyPrincess?SydneyLocal Health District, which is part of #NSWHealth, said an error had led to the entire Y12 cohort at St Josephs being vaccinated instead of just the Aboriginal students.#nswpol #auspol",0.00,1.00,Negative,,,a,a,,
A number of US colleges that led the Eugenics field 90 years ago are now leading mandatory vaccination.They similarly lack a scientific basis but follow popular myth in guise of science.They need help to back down,0.85,0.15,Positive,,,a,a,,
"GBC is proud to be a Vaccine Champion College. Our students, faculty, and staff are taking the pledge. #WeCanDoThis We can keep each other safe by taking the #COVIDCollegeChallenge pledge, committing to action, and getting the COVID-19 vaccine.",1.00,0.00,Positive,,,p,p,,
"Gov. Wolf Vetoes Ban on Pennsylvania Governmental, College COVID Vaccine Passports NBC10Philadelphia",0.00,1.00,Negative,,,p,p,,
"Do all year 12 students in NSW get the same privileges? Sydney private school students given Pfizer vaccine, despite under-40s being ineligible",1.00,0.00,Positive,,,p,p,,
Be part of the chosen few to see the IN-PERSON Aug. 28 at Kennedy King College! This FREE event is open to fully vaccinated people only! Get vaxxed before 8/14 to not miss out! Register now at,1.00,0.00,Positive,,,p,p,,
"Mam, I am cbse compartment student - meh kidney infected hoon toh meh vaccine nai lagwa sakta fhir meh exam dene kese ja sakta hoon. 1st week of August se college advisition start ho jayge or compartment ki wajah se neh fhir advisition nai le paunga",0.00,1.00,Negative,,,u,u,,
"Fleming Collegein Peterborough will require students to have at least their first dose of aCOVID-19vaccine if they want to live in a campus residence starting this fall semester, the college announced Friday.",1.00,0.00,Positive,,,u,u,,
Why the fuck are the students of StJosephs college getting the Pfizer vaccine now?!!!!!!!!!!! Answer me THAT!!!!!!,0.00,1.00,Negative,,,u,u,,
The guardian also mentions there is a private girls school accidentally vaccinated,0.00,1.00,Negative,,,u,u,,
"I have completed vaccination. Also book 120 + slot for friends, college &amp; neighbour. Also teach them to book slot for other person book who doesnt know how to book slot. Also aware more people to understand vaccine is safe for all of us.",1.00,0.00,Positive,,,p,p,,
Mis managements medical college MGM vaccine center 70 year older man standing out side q 2 hr in heave sun Summer and rain no body take care it medical college administration keep silence why,0.59,0.41,Positive,,,p,p,,
My friends daughter is going to be a freshman in college and is premed. Her mom is getting her a fake vaccine card,0.50,0.50,Negative,,,a,a,,
NSW Health apologises for \error\ after St Joseph\s catholic College students receive Pfizer COVID-19 vaccine jabs,0.40,0.60,Negative,,,u,u,,
NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.40,0.60,Negative,,,u,u,,
"Someone seriously expects us to believe this? If so, it is dangerous incompetence in action! #vaccination An error: health department says Sydney private school students given Pfizer vaccine by mistake",0.00,1.00,Negative,,,p,p,,
"Stay safe, get vaccinated! El Camino College is hosting a one-day #COVID19 vaccination clinic next week on July 7. The event will be run by Providence, is open to the public, and free of charge! Appointments &amp; walk-ins are welcome. More info:",1.00,0.00,Positive,,,p,p,,
If this is true than why are people being forced to take the vaccine ? Kids. College students. None of them are at risk. Why are college staff if they are concerned....take the vaccine and be protected and risk eliminated as you claim !,0.43,0.57,Negative,,,a,a,,
Newham College principal Paul Stephen recently hosted a workshop which covered an informative session to address the vaccine hesitancy amongst young people in the borough of Newham.,0.00,1.00,Negative,,,u,u,,
Its a miracle NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs - ABC News,0.67,0.33,Positive,,,u,u,,
"Suggestion appears to be that b/c St Josephs college has a number of Indigenous students, they were granted approval for get the vaccine early.But was the same consideration given to other schools with likely far more Indigenous students?This stinks",0.74,0.26,Positive,,,u,u,,
"If 100% of the pupils in a college are vaccinated and the vaccine is 95% effective it means that each person is 95% protected constantly, not that 5% of the pupils are not protected.",0.71,0.29,Positive,,,p,p,,
The University of Utah is taking on the COVID-19 College Vaccine Challenge. And we are going to need the help of every member of the campus community to make it a success.,1.00,0.00,Positive,,,p,p,,
Youre decision to require all students to be vaccinated in the fall puts them at potential risk for long term health related issues.,0.00,1.00,Negative,,,a,a,,
"UNA has partnered with and the to participate in the COVID-19 College Vaccine Challenge. For this challenge, UNA is providing access to the COVID vaccine on campus!To schedule your vaccine, click here:",1.00,0.00,Positive,,,p,p,,
So let me get this right Aboriginal young people are 3 times more likely to serve a prison sentence than finish year 12 - and the handful of Aboriginal students at a private school is the only reason all these rich kids got a Pfizer jab?,0.60,0.40,Positive,,,u,u,,
"The high-efficiency of vaccination and mass production of vaccines in China play an important role in controlling the global COVID-19 epidemic, said Zoltn Kis, an expert at the Future Vaccine Manufacturing Research (FVMR) Hub at Imperial College, London.",1.00,0.00,Positive,,,p,p,,
"First a private boys school, now a private girls school. This is no error.If you are wealthy, youll be prioritised, absolute disgrace #auspol #covidnsw #covid19nsw",0.32,0.68,Negative,,,u,u,,
"Incredible, aged care workers can\t get a Pfizer jab but an elite private school gets a whole year level vaccinated.So much for aged care!#pfizermisermorrison #VaccineStrollout",1.00,0.00,Positive,,,u,u,,
"Grab your #COVID19 vaccine in Richmond Town Centre this Saturday! Just walk in, no appointment or NHS number required.Location: Richmond Adult Community College 10am-6pm Saturday 10th July. Both Pfizer and AstraZeneca vaccines will be available! 2nd doses 8wks after 1st.",0.32,0.68,Negative,,,p,p,,
"Sydney private school students given Pfizer vaccine, despite under-40s being ineligible. Supposedly because they have boarders from remote indigenous communities. Pretty handy excuse: their myschool stats say that only 4% of their kids are indigenous.",1.00,0.00,Positive,,,u,u,,
"Im an urban Missourian. I got vaccinated because I want to visit my out of state parents &amp; help my stepdaughter move into her 1st college dorm on the West coast.The vaccine also adds extra protection against hospitalization from Delta-Variant, which is spreading quickly in MO.",1.00,0.00,Positive,,,p,p,,
Half of them probably coke snorted their way out of college to become hospital workers but wont take a vaccine. Ok,1.00,0.00,Positive,,,p,p,,
"#BREAKING Gov. Tom Wolf vetoes ban on governmental, college vaccine passports",0.00,1.00,Negative,,,u,u,,
