"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"3278","   The American College of Rheumatology addresses the vaccine and autoimmune diseases:","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3279","Sydney private school students given Pfizer vaccine, despite under 40s being ineligible #covid19aus #auspol ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3280","A second private school was given access to vaccines for students,  reports ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3281"," One rule for the rich one rule for us NSW Health allowed about 160 Yr12 students at St Josephs College Hunters Hill to be inoculated against COVID-19 with the Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 &amp; above","{0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.071,0.929,0,0,1,0,0,"Positive"
"3282","#BillGates #plandemic #covid1948 #TheGreatReset Never finished collegeNot an engineerNot a doctorNor an epidemiologist Not a virologistNot electedOwn virus patentsOwns vaccine companiesVisited epsteins islandHis ONLY qualification is MONEY ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3283","Can\tseem to vaccinate our top priority aged care folk and all who work in aged care, but Sydney private school students given Pfizer vaccine, despite under 40s being ineligible | New South Wales | The Guardian ","{0, 0, 0, 0, 0.4, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.145,0.855,0,1,1,0,0,"Positive"
"3284"," If this is true than why are people being forced to take the vaccine ?  Kids. College students. None of them are at risk. Why are college staff if they are concerned....take the vaccine and be protected and risk eliminated as you claim !","{0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, -1.1, 0, 0, 0, 0, 0}",-0.2,0.107,0.752,0.141,0,0.431451612903226,0.568548387096774,0,"Negative"
"3285"," 2nd Dose of Vaccine was supposed to start from 9am. Its 11am now. But no govt official has even arrived at SGT college. Such mismanagement.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.421,0,0.899,0.101,1,0,1,0,"Negative"
"3286","Private school students given access to the vaccine.Would love to hear more about how this came about...#VaccineStrollout#aussieED","{0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.637,0.208,0.792,0,0,1,0,0,"Positive"
"3287","About 160 Year 12 students at independent school St Josephs College have received their first dose of the Pfizer vaccine. The jab is currently unavailable for most NSW residents under the age of 40. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3288","If youre a teacher at a public school then Scott Morrison doesnt think youre essential enough to get a Pfizer vaccine. But dont worry hes got plenty of Pfizer doses for the private schoolboys at St Josephs College ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.478,0.078,0.922,0,1,1,0,0,"Positive"
"3289","160 Year 12 students at St Josephs College, Hunters Hill  have received the #Pfizer vaccine.  #COVID19 #COVID19nsw describes #Australia thusa kakistocracy run for plutocrats by a pack of kleptocrats  :A theocratic neolib corporatocracy ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3290","Seems 17 yr olds in NSW are eligible for Pfizer if you have elite connections NSW Health allowed about 160 year 12 students at St Josephs College at Hunters Hill to be inoculated against COVID-19 with the Pfizer vaccine#VaccineStrollout #NSWHealth #pfizermisermorrison ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3291","  Maybe the 160 Year 12 pupils at St Josephs College Hunters Hill, Sydney vaccinated with Pfizer should have been pushed to the back of the queue - and instead have Aged Care Workers vaccinated. This is ALL that is wrong with the Vaccine Rollout x100 #auspol #MoneyTalks","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0}",0.026,0.061,0.88,0.059,0,0.508333333333333,0.491666666666667,0,"Positive"
"3292","Why was the Tweet about year 12 Students at St Josephs College getting Pfizer vaccine injections, deleted.It was a report in the SMH, stating that NSW health had arranged the injections.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.033, 0, 0, 0, 0, 0, 0, 0, 0}",-0.465,0,0.908,0.092,0,0,1,0,"Negative"
"3293","Elite private school kids get Pfizer vaccine.You cant make this stuff up.#COVID19nsw ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3294","160 Year 12 students at St Josephs College have been given the Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 and above. How can teens, many of whom would not be 18, give informed consent? Is this even legal? ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0.5}",0.414,0.077,0.923,0,0,1,0,0,"Positive"
"3295","Why the fuck are the students of StJosephs college getting the Pfizer vaccine now?!!!!!!!!!!! Answer me THAT!!!!!!","{0, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.688,0,0.774,0.226,0,0,1,0,"Negative"
"3296"," Rich year 12 kids at St Josephs College getting access to the Pfizer vaccine while at risk adults wait patiently in lock downs? You need to have a chat with your pal, Gladys...","{0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.095,0.849,0.056,0,0.629139072847682,0.370860927152318,0,"Positive"
"3297","Ohhhh! So when Hazzard said the vaccine rollout is the Hunger Games, he meant that the St Josephs students were the Capitol! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.379,0,0.89,0.11,0,0,1,0,"Negative"
"3298","NSW Health allowed about 160 year 12 students at St Josephs College at Hunters Hill to be inoculated against COVID-19 with the Pfizer vaccine #privilege #elitist # outrageous","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, -2}",-0.128,0.079,0.825,0.095,0,0.454022988505747,0.545977011494253,0,"Negative"
"3299","How College COVID Vaccine Mandates Put Students In DangerThe excessively narrow medical exemptions for COVID vaccine mandates at many colleges put students at unnecessary risk of serious complications, including hospitalization and death.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -0.3, 0, 0, 0, 0, -2.9}",-0.743,0,0.799,0.201,0,0,1,0,"Negative"
"3300","Suggestion appears to be that b/c St Josephs college has a number of Indigenous students, they were granted approval for get the vaccine early.But was the same consideration given to other schools with likely far more Indigenous students?This stinks ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 1, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2637}",0.483,0.147,0.802,0.052,0,0.738693467336683,0.261306532663317,0,"Positive"
"3301","  allowed about 160 year 12 students at St Josephs College Hunters Hill to be inoculated against #COVID19 with the #Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 and above. How is this fair   #Auspol ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0}",0.318,0.052,0.948,0,0,1,0,0,"Positive"
"3302","My husband &amp; I are 1B &amp; cant get vaxxed. Frontline HCWs are also still waiting. I want our children protected. But this story highlights the inequity of the Morrison vaccine rollout. St. Josephs is a wealthy, private college. Vaxxes for mates. #auspol  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0}",0.654,0.137,0.863,0,1,1,0,0,"Positive"
"3303","How does this work? Children of the rich get the premium  Pfizer vaccine, when weve got 60-65 year olds rationed out. Why didnt they give them AZ? ","{0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.607,0.132,0.868,0,0,1,0,0,"Positive"
"3304"," ( ) allowed about 160 year 12 students at St Josephs College at Hunters Hill to be inoculated against COVID-19 with the Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 and above.#auspol ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3305","My 70+ year old Mother has not been able to get the Pfzier vaccine and yet 160 x 18~ year olds at a private school have. Dont tell me that #privilege doesnt play a role. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, -1.036, 0, 0}",0.119,0.067,0.879,0.054,0,0.553719008264463,0.446280991735537,0,"Positive"
"3306","Year 12 students at St Josephs College - a private school in Hunters Hill - given Pfizer vaccination, even though the vaccine has only officially been rolled out to people aged 40 and above. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3307","  Did your employer require that you get the vaccine to keep your job? That is illegal infringement of your rights. Some colleges are requiring vaccine, but their rationale is,  Well, you could always go someplace else; you dont have to come to this college.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, -1.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.178,0.054,0.857,0.089,1,0.377622377622378,0.622377622377622,0,"Negative"
"3308","Punjab: All eligible college students, staffers to get first jab of Covid-19 vaccine in July ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3309"," Im Gen X but somehow never got chickenpox as a kid (neither did my brother). I got the vaccine in college after it became available.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1,NA,NA,1,"Neutral"
"3310","Sometimes I keep myself awake at night thinking about these 19yo college students ruling the world.Then I realized that most of them took the vaccine. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3311"," I dont hear college kids complaining about having to get vaccine. You had to have vaccines to attend grammar school. So shut up and do it and save your own life in the process","{0, 0, 0, 0, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0}",0.34,0.084,0.868,0.047,0,0.641221374045802,0.358778625954198,0,"Positive"
"3312","If we are vaccinated then gov should also give permission to common people for travelling in local train. Whats the purpose of vaccine ? Now admission will start for college how should we travel for our work.     ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3313","      Do whites get free points on thr SAT so they can get into college?","{0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.191,0.809,0,0,1,0,0,"Positive"
"3314","Missouri University offering discounted tuition or free college for those getting a vaccine and more!! #Missouri    #retweet   ","{0, 0, 0, 0.2, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.623,0.253,0.747,0,0,1,0,0,"Positive"
"3315"," Go to college? Take statistics class? I did. It aint 6. Eric Claptons is rich, took that shit and thought hed never play guitar again. My poor ass would be doomed if I took that shit. 3. It takes the FDA 3-5 years to approve a vaccine. Last I checked thats longer than 4 months","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, -2.6, 0, 0, 0, 0, -1.036, 0, 0, 0, -2.1, -2.5, 0, 0, -3.2, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.95,0.049,0.671,0.279,0,0.149390243902439,0.850609756097561,0,"Negative"
"3316","Rep. Greene Slams Rep. Bush for Racist Tweet on Independence DayHow College CVD Vaccine Mandates Put Students In DangerThe Bipartisan Consensus on China Isnt EnoughThe Biden Tax Cartel  Wider Still and Wider . . .","{0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.612,0,0.895,0.105,0,0,1,0,"Negative"
"3317","forcing someone to get the vaccine to go back to college just doesnt sit right w. Me","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3318","Always-wrong Randi confirms it for anyone who was still in doubt.  Listen to the real experts with the real data instead.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.361,0,0.889,0.111,0,0,1,0,"Negative"
"3319","I will never understand when so many became antiscience? Again I ask. Do you people ban your kids from science class or not pay for any science classes they need for college? Science is not political. You do all know DJT got the vaccine and lied to you about COVID-19 right? ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0.296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0}",-0.754,0.023,0.857,0.12,0,0.160839160839161,0.839160839160839,0,"Negative"
"3320","Humber College, UoGH Lobby in Etobicoke [Peel health unit]206 1st dose spots addedFirst available date is 2021-07-06Book at ","{0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.026,0.061,0.939,0,0,1,0,0,"Positive"
"3321","Punjab plans to launch a special initiative under which all students aged above 18, and staff  both administrative and academic  of colleges, will be administered the #COVID19 vaccine","{0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.091,0.909,0,0,1,0,0,"Positive"
"3322","South Suburban Colleges drive-thru site for COVID-19 testing now is offering the one-dose Johnson &amp; Johnson vaccine for anyone 18 and older. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3323","  This is why they could never form a vaccine for the common cold (which is a corona virus) was taught this in undergraduate classes in college. Yet, the woke/media/tech/bug pharm seem to be painfully absentminded of such knowledge. Its a grift. Its gaslighting.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.527,0,0.927,0.073,0,0,1,0,"Negative"
"3324","     Hi its literally not more dangerous to get the vaccine for young people. As a young person who\s gotten the vaccine, who\s had many many young friends and family get the vaccine. Some of the covid variants have killed a ton of college aged kids. The vaccine hasn\t.","{0, 0, 0, 0, 0, 0, 1.77082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.095,0.104,0.816,0.08,0,0.565217391304348,0.434782608695652,0,"Positive"
"3325","Centennial College, Progress Campus in Scarborough [Toronto health unit]410 1st dose spots addedFirst available date is 2021-07-05Book at ","{0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.141,0.859,0,0,1,0,0,"Positive"
"3326","    Covid vaccine already being required to go to college and go to work so I dont get his point at all lmao.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45}",0.535,0.136,0.864,0,0,1,0,0,"Positive"
"3327","Jude Diggins, director, Royal College of Nursing, This disease does not disappear on 19 July. No available vaccine is 100% effective  Public mask-wearing is straightforward and well-established  government will regret the day it sent the wrong signal for political expediency.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.666, 0, 0, 0, -1.2, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0}",-0.516,0.1,0.731,0.169,0,0.371747211895911,0.628252788104089,0,"Negative"
"3328","  Trumps not the one pushing the vaccine on children over 12, healthy college kids, and those who have had the virus so they have superior immunity. The virus undoubtedly has helped many over 40, obese, or have another condition. Trump would have pushed as a choice.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.755,0.126,0.874,0,0,1,0,0,"Positive"
"3329","   How College COVID Vaccine Mandates Put Students In Danger ","{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4}",-0.527,0,0.726,0.274,0,0,1,0,"Negative"
"3330"," I got shingles in college! Right when I started seeing those shingles vaccine commercials on TV  I went a while thinking that I just got bad reaction to some plants while camping.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 0}",-0.585,0,0.894,0.106,0,0,1,0,"Negative"
"3331","Udupi MGM college. All NSUI member students have declined to be vaccinated. The Principal has taken a call, no vaccine certification, no permission to appear for exams (COVID recovery cases excluded from compulsory vaccination).How one idiot Khandi is playing with young lives","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, -2.3, 0, 0, 0.8, 0, 0, 0}",-0.807,0.037,0.757,0.207,0,0.151639344262295,0.848360655737705,0,"Negative"
"3332","How College COVID Vaccine Mandates Put Students In Danger - none of the schools whose published criteria we have examined include the most elementary medical ground of all: natural immunity from a previous COVID infection   ","{0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0}",-0.226,0.064,0.848,0.087,0,0.423841059602649,0.576158940397351,0,"Negative"
"3333","Fighting Stigma: Coronavirus could be with us for many years, says vaccine creator: Prof Mary Horgan, president of the Royal College of Physicians in Ireland and infectious disease consultant, said that public health has been under... ","{-1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.361,0,0.933,0.067,0,0,1,0,"Negative"
"3334","Imperial on the winter exit wave that Whitty cited: delaying step 4 also affords the opportunity to further increase population-level vaccine protection - for example through booster doses or vaccinating children under 18 years. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.625,0.137,0.863,0,0,1,0,0,"Positive"
"3335","In NY theyve been bribing people with cheeseburgers, Yankee tickets and free college. If someone doesnt want the vaccine, leave the free American alone! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, -0.222, 0, 0, -0.2, 0, 2.3, 0, -1}",0.667,0.227,0.627,0.146,0,0.60857908847185,0.39142091152815,0,"Positive"
"3336"," In NY theyve been bribing people with cheeseburgers, Yankee tickets and free college. It someone doesnt want the vaccine, leave the free American alone!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, -0.222, 0, 0, -0.2, 0, 2.3, 0, -1}",0.667,0.22,0.639,0.141,0,0.609418282548477,0.390581717451524,0,"Positive"
"3337"," Also, fired my veterinarian because the in-my-face vet tech refused to mask or get a vaccine. She was wearing a stupid shield and they let her. Apparently, her 6 month community college certificate makes her smarter than scientists, physicians and epidemiologists.","{0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0}",-0.735,0.06,0.757,0.183,0,0.246913580246914,0.753086419753086,0,"Negative"
"3338"," Im sure this feels good to say but its not particularly helpful. My college-educated mom would laugh at flat earthers but believes theres enough reason to delay getting a vaccine until its better understood. Were not going to shame people like her into changing their minds.","{0, 0, 0.65, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, -2.32323, 0, 0, 0, 0, 3.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.95, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 0, 2.331, 0, 2.25, 0, 0, 0, 0, 0}",0.913,0.295,0.607,0.098,2,0.750636132315522,0.249363867684478,0,"Positive"
"3339"," College students can always jump on your Insurrection Express Bus vaccine free. What a patriot! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0}",0.556,0.193,0.807,0,0,1,0,0,"Positive"
"3340","Excellent article by high profile medical professionals about why COVID vaccines should NOT be mandated by universities.  Just the science alone in this article is worth the read.  ","{2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0.9, 0, 0}",0.557,0.172,0.767,0.061,0,0.738197424892704,0.261802575107296,0,"Positive"
"3341"," But if kids are going to college theyve already paid for it and if they dont get the vaccine the college will tell them hey you cant come. Most colleges are doing that which is not right.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1,NA,NA,1,"Neutral"
"3342"," /1.. I keep watching these and they are extremely informative...but as a practical matter how can they help me? I have two college age sons in VA who have had covid, and who are now under threat of mandate by their universities to take the vaccine. Would be..","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.153,0.071,0.865,0.064,0,0.525925925925926,0.474074074074074,0,"Positive"
"3343","  new appointments are now available. Loyalist College: ","{0, 0, 0, 0, 0, 0, 1.5, 0}",0.361,0.263,0.737,0,0,1,0,0,"Positive"
"3344","How College COVID Vaccine Mandates Put Students In DangerREAD: ","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"3345","We all came together last week to record a message as part of  COVID19 College Vaccine Challenge, an initiative by the    and . #VaccinesWork  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0}",0.077,0.053,0.947,0,0,1,0,0,"Positive"
"3346","WCH and  are proud to announce funding from  for the launch of a new vaccine engagement strategy targeting non-physician healthcare workers: ","{0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0}",0.727,0.243,0.757,0,0,1,0,0,"Positive"
"3347","How College COVID Vaccine Mandates Put Students In Danger...The excessively narrow medical exemptions for COVID vaccine mandates at many colleges put students at unnecessary risk of serious complications, including hospitalization and death. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -0.3, 0, 0, 0, 0, -2.9}",-0.743,0,0.799,0.201,0,0,1,0,"Negative"
"3348","How College COVID Vaccine Mandates Put Students In Danger - The Federalist","{0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0}",-0.527,0,0.764,0.236,0,0,1,0,"Negative"
