"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","nvaccin","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","hospit","high","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","pm","plai","effect","center","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","di","risk","medic","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","commun","jab","privat","free","make","athlet","scholarship","kid","st","ag","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","student"
"countri",2,1.96036106750392,1.72538461538462,2,2,2,2,2,2,2,0,2,1.88348416289593,2,1.9599358974359,2,2,1.92450142450142,1.96190130624093,1.96190130624093,1.88461538461538,2,2,2,1.92450142450142,1.96225071225071,1.96291208791209,1.95903010033445,1.88776223776224,2,1.96076923076923,1.96225071225071,1.92517482517483,1.96352785145889,2,1.96190130624093,2,2,2,1.85290148448043,2,2,2,2,1.96190130624093,2,1.96352785145889,2,2,2,2,2,1.96382007822686,2,2,1.92517482517483,1.86057692307692,1.96437578814628,2,1.8939205955335,2,2,1.96410256410256,1.96410256410256,2,1.96538461538462,2,1.9658438576349,2,1.89312736443884,1.82692307692308,2,1.89468864468864,2,2,1.96464019851117,2,1.96464019851117,2,2,1.92820512820513,1.96561771561772,2,1.9658438576349,1.9658438576349,1.93255295429208,1.9658438576349,1.96688034188034,2,1.89753157290471,1.93296703296703,1.93123543123543,2,2,1.96627647714604,2,1.93522267206478,1.96668472372698,1.96648351648352,2,2,1.89819004524887,2,1.93556443556444,2,2,2,1.96606334841629,1.93684710351377,1.96794871794872,2,1.96826923076923,1.93622200584226,1.84287054409006,1.93684710351377,1.87545787545788,1.93744207599629,1.96857410881801,1.96826923076923,1.96914132379249,1.96842355175689,2,2,2,2,1.90859982713915,1.90659340659341,2,1.94003308519438,1.9390665514261,1.96965811965812,1.97056514913658,2,2,2,1.91137985725615,2,1.94133644133644,1.97066822066822,1.96927497789567,1.94091990483743,2,1.97142343637671,1.94133644133644,2,1.96857410881801,1.96965811965812,1.97115384615385,2,2,2,1.94212098581031,2,1.94368131868132,2,2,2,1.97236586942469,1.91887019230769,2,1.94591346153846,1.91975130133025,1.97336182336182,1.92087912087912,1.94704570791527,2,1.92203742203742,2,1.97387267904509,1.97414671421294,1.97336182336182,2,1.94846656611362,1.94871794871795,2,1.94755244755245,1.94846656611362,2,2,1.97470862470862,1.97467166979362,2,2,1.97515125324114,2,1.97474513438369,1.92564102564103,1.92582417582418,1.9756671899529,2,1.87766814337495,1.87820512820513,1.92760180995475,2,1.88162393162393,2,1.9068167604753,1.8393623105519,1.95449620801733,1.88802336903603,1.97781937826186,1.97796811032105,1.88860225140713,1.97822470150714,1.80330102967898,1.86882591093117,1.8916807037245,1.95676519184872,1.83052884615385,1.77843419115069
"execut",2,2,1.9611320754717,2,2,2,1.96152423233444,2,2,2,2,0,2,2,2,2,1.96152423233444,2,2,2,2,2,2,2,2,2,2,1.95939294503692,2,2,2,2,2,2,0.980470043032109,1.81132075471698,2,2,2,2,2,1.00503144654088,2,2,2,2,2,2,2,1.96473863284875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.96642619311876,1.59967186218212,1.93000608642727,2,1.96500304321363,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.697337813388472,2,1.96642619311876,2,2,1.49811320754717,2,2,2,1.84393198229676,1.87324625060474,1.75267106160491,1.9686320754717,1.90542154287079,1.96893695352048,2,2,1.41259377131166,2,1.87452830188679,2,2,1.94004192872117,2,2,2,2,2,1.79100145137881,2,1.39792240831037,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.97178628107917,2,2,2,2,2,2,0.485436893203884,2,2,2,2,2,2,1.78655660377358,2,2,1.63058589870904,2,2,2,2,2,2,2,2,2,2,1.39030706622272,1.97472181906144,2,1.87069534239346,1.97459612775928,2,2,2,2,2,2,2,1.97554548329293,1.95021595817231,1.97557651991614,1.97563756997719,1.92809010396611,2,2,1.95200774068699,2,2,2,2,2,1.43536508381848,1.68655328195589,1.60341533317411,1.17092447264429,2,1.95616658996779,2,1.54865547466944,2,2,2,1.9791789504717,1.18904043618101
"healthi",1.96039215686275,2,2,2,2,2,2,2,2,2,1.88348416289593,2,0,1.96078431372549,2,2,1.96078431372549,2,1.96152423233444,2,2,1.96078431372549,2,2,2,2,2,1.95865302642796,2,2,2,2,1.96221033868093,2,2,2,2,1.84884135472371,1.9631507775524,1.92569659442724,1.96344300432037,2,2,2,1.88457269700333,2,2,2,2,1.92799742847959,2,2,2,2,1.9631507775524,2,1.96476715686275,2,2,1.92852624920936,2,2,2,1.92745098039216,2,2,2,2,1.96372549019608,2,2,1.93093356745683,1.89355742296919,2,2,2,2,2,2,2,1.92745098039216,2,1.86096256684492,2,1.96546678372842,1.93179880647911,1.96546678372842,2,2,2,1.96610644257703,2,2,2,2,1.93300653594771,2,1.89892294946147,2,2,2,1.86274509803922,2,1.93481028775146,2,1.96500754147813,1.96789215686275,2,2,1.93514328808446,2,1.96789215686275,1.96773392901464,1.96819703491153,1.9360929557008,2,2,1.8727881396461,1.96789215686275,2,1.8721859114016,2,1.968764249886,2,2,1.96915620180657,2,2,2,1.96915620180657,1.96928104575163,1.88075230092037,1.93904518329071,2,1.84701572936867,2,2,2,1.94058229352347,2,1.94016575702446,1.91233031674208,2,1.94058229352347,2,2,1.87712418300654,1.94155354449472,2,1.94308519868124,2,2,2,1.82878151260504,2,2,2,1.97198879551821,2,2,1.97257965686275,1.97287335987026,1.94596949891068,2,1.57033248081841,2,1.97363540010599,1.92062852538276,2,1.89507856122581,1.67581699346405,1.97385620915033,1.92156862745098,2,2,1.7871931989579,1.81699346405229,1.97385620915033,2,2,1.97429459588714,2,2,1.92432253800397,2,1.94873612095441,1.97483660130719,2,2,2,1.95031310953701,1.90105580693816,1.58333333333333,2,1.59111111111111,2,1.92898134863702,1.95334936948757,1.95374206020436,1.93168279970216,1.88721152177685,1.95518207282913,2,2,1.9333024548402,1.79984520123839,1.93387720051524,2,1.97843903186275,1.81532521851038
"research",2,1.95998399359744,2,2,2,1.92156862745098,1.96078431372549,1.96116138763198,1.87995198079232,1.95998399359744,2,2,1.96078431372549,0,2,2,2,2,2,2,2,2,2,1.96078431372549,2,2,1.9625350140056,1.75191815856777,1.96221033868093,2,1.96039215686275,2,2,1.9263015551048,2,2,2,2,1.9263015551048,1.96284829721362,1.89032901296112,2,1.9250700280112,2,2,2,2,2,1.95955882352941,1.92799742847959,1.96372549019608,1.96399871423979,2,1.96426312460468,2,2,1.96476715686275,1.85599485695918,2,1.96426312460468,2,2,2,2,2,1.96500754147813,1.92688600864074,2,1.96372549019608,1.96399871423979,2,1.96546678372842,2,1.9656862745098,1.93179880647911,1.96426312460468,2,2,2,1.86274509803922,1.78235294117647,1.96524064171123,1.93048128342246,2,1.96546678372842,1.93179880647911,1.86186713491367,1.96650326797386,2,1.96546678372842,2,2,2,2,1.96589940323956,2,1.90170278637771,1.79784589892295,2,2,2,2,1.90008058017728,1.96740514387573,1.96789215686275,2,2,2,2,1.96757164404223,2,2,2,2,1.9680464778504,1.87394957983193,1.96834396409166,1.96819703491153,1.93578431372549,2,1.9680464778504,1.93856209150327,1.968764249886,2,1.96789215686275,2,2,1.96940314587373,2,1.93831240361313,2,1.94037615046018,1.96952259164535,1.91087344028521,1.93880629174747,1.97008287851223,2,2,1.97029114676174,2,1.97008287851223,2,1.94209272494044,1.94058229352347,1.91313908741067,1.96819703491153,1.96928104575163,1.88310708898944,1.97077677224736,1.91462779802186,2,2,2,1.94292717086835,2,2,2,1.94397759103641,2,2,2,1.97287335987026,2,2,1.9462915601023,2,1.97363540010599,2,2,2,1.97298474945534,1.92156862745098,1.94771241830065,1.97398190045249,2,1.92019744960921,1.97385620915033,2,2,1.94866310160428,2,2,1.97440413291065,1.92432253800397,2,1.9743680604772,2,1.97489765136824,1.97529011604642,2,2,1.90105580693816,1.97549019607843,2,1.9759477124183,2,1.97632711621234,1.95334936948757,1.97687103010218,1.93168279970216,1.95488460871074,1.9327731092437,1.84140363462458,1.93354288280198,1.91106993978694,1.84432404540764,1.88979533419207,1.97800552201788,1.87063419117647,1.8563640588414
"semest",2,2,2,2,2,1.95955882352941,2,1.9599358974359,2,2,1.9599358974359,2,2,2,0,2,2,1.72453703703704,1.96029874213836,2,1.91987179487179,2,1.95955882352941,2,2,1.96064814814815,1.88392857142857,2,2,2,1.95916666666667,1.80324074074074,2,1.96192528735632,2,1.92059748427673,2,2,2,2,1.96221751412429,2,1.96130952380952,1.96098484848485,2,1.925,2,2,2,2,2,2,2,2,2,2,2,2,1.92708333333333,1.9630376344086,2,2,2,2,2,1.96378205128205,1.96221751412429,2,1.9625,2,2,1.92848258706468,2,2,1.96467391304348,2,1.96467391304348,2,2,1.92892156862745,2,2,2,2,2,1.96467391304348,1.96424129353234,2,2,2,1.82440476190476,2,2,2,2,2,1.96600877192982,1.96508215962441,1.9297619047619,2,1.92708333333333,1.96446078431373,2,1.96617965367965,1.9,2,1.93333333333333,1.96446078431373,2,1.96634615384615,1.96711847389558,1.96666666666667,1.96650843881857,1.93394308943089,1.96682098765432,1.9672619047619,2,2,1.96666666666667,2,2,1.90416666666667,2,1.9676724137931,2,1.96793071161049,2,2,1.96841397849462,1.96793071161049,1.84027777777778,1.96896258503401,2,1.96906565656566,1.93635531135531,2,1.96945792880259,2,2,1.9676724137931,1.90657216494845,2,1.90946261682243,1.96906565656566,1.96982087227414,1.96697154471545,2,1.93910256410256,1.96955128205128,2,1.94152661064426,2,2,2,1.97110215053763,1.97129265091864,2,1.97076330532213,1.9140625,2,1.97135416666667,2,1.94351851851852,1.30059523809524,1.97192028985507,1.97227011494253,2,2,2,2,1.94351851851852,2,1.86315359477124,1.86378205128205,1.91681034482759,1.91652097902098,1.91789215686275,2,2,2,2,2,2,1.97354868913858,1.9735800744879,1.97314257028112,2,1.78937728937729,1.97406462585034,2,1.94786212914485,1.94807692307692,2,2,1.92416666666667,1.92545180722892,1.95020325203252,1.90179677819083,1.87822769953052,1.95200421940928,1.97621681415929,1.88182773109244,1.78506097560976,2,1.60121391076115,1.92960526315789,1.93020072992701,1.86068019093079,1.931640625,1.34765268915223
"tomorrow",1.96076923076923,1.96036106750392,2,2,2,1.8446455505279,2,2,1.96036106750392,2,2,2,2,2,2,0,1.96116138763198,2,2,2,1.96153846153846,1.92232277526395,1.92232277526395,2,1.88675213675214,2,2,1.95903010033445,2,2,1.96076923076923,2,2,2,2,2,2,2,2,2,2,2,2,1.88776223776224,1.96190130624093,2,2,2,1.9599358974359,2,1.96410256410256,1.89312736443884,1.67438070404172,2,1.92705570291777,2,2,1.96437578814628,1.93028846153846,1.96464019851117,2,1.92582417582418,2,2,2,2,1.96382007822686,1.9658438576349,2,1.96437578814628,2,1.9658438576349,2,1.96606334841629,1.96627647714604,2,1.93255295429208,2,2,2,1.96410256410256,2,1.96561771561772,2,1.89753157290471,2,1.9658438576349,2,1.96707060063224,2,1.96648351648352,2,2,2,2,2,2,2,1.96648351648352,2,1.86057692307692,2,1.93414120126449,2,2,2,2,2,2,2,1.96872103799815,2,2,1.96857410881801,2,2,2,2,2,2,2,1.96965811965812,1.87656529516995,1.96927497789567,1.96826923076923,1.96953327571305,2,2,1.91004962779156,2,2,2,2,1.94133644133644,2,2,1.79742345033607,1.97066822066822,2,1.96927497789567,1.94091990483743,1.97115384615385,1.97142343637671,2,1.85711718188354,1.81144465290807,2,2,1.91346153846154,2,1.86182934712346,2,2,2,1.72704714640199,1.9457904300424,2,2,1.97295673076923,1.97263914946842,1.89182692307692,2,2,1.97362637362637,2,1.94774535809019,1.94802494802495,2,1.97387267904509,2,2,1.94846656611362,2,1.8974358974359,1.86936339522546,2,2,1.69079939668175,2,2,1.97467166979362,1.97498888394842,1.97478120681714,2,1.90073055436184,1.92423540315107,2,1.97527472527473,2,2,1.85320177204994,1.92692307692308,2,1.92873303167421,1.97632478632479,1.81402533209762,1.88352095059412,1.97705175865027,1.97724810400867,1.95520934761441,2,1.91187244128421,1.82176360225141,1.86934820904287,1.93443367655966,2,1.9783361407449,1.61088672663852,2,1.95971530748194
"big",1.96039215686275,2,1.96039215686275,2,1.96116138763198,2,2,1.92232277526395,1.79991996798719,2,2,1.96152423233444,1.96078431372549,2,2,1.96116138763198,0,2,1.96152423233444,1.96152423233444,1.92232277526395,1.96078431372549,2,2,2,2,1.9625350140056,2,1.96221033868093,1.95816993464052,1.96039215686275,2,1.88663101604278,1.9263015551048,1.92569659442724,1.88457269700333,1.96187363834423,1.96221033868093,2,2,1.89032901296112,1.96372549019608,1.88760504201681,2,1.96152423233444,2,1.9263015551048,1.96399871423979,1.79779411764706,2,2,2,1.96344300432037,1.96426312460468,1.9631507775524,1.96221033868093,1.96476715686275,1.96399871423979,1.96476715686275,1.96426312460468,1.96451914098973,2,2,1.96372549019608,1.92953431372549,2,1.92688600864074,2,2,2,2,1.96546678372842,2,1.9656862745098,1.79539641943734,1.89278937381404,2,2,2,2,1.89117647058824,2,2,1.96546678372842,1.96546678372842,2,2,2,2,2,2,1.93048128342246,2,1.96399871423979,2,2,2,1.93261529964098,1.83053221288515,2,1.96476715686275,1.9656862745098,2,1.93481028775146,2,1.86003016591252,2,2,2,1.96757164404223,1.96834396409166,1.96789215686275,2,1.96819703491153,1.9041394335512,1.93697478991597,2,1.90459110473458,1.93578431372549,1.968764249886,1.9680464778504,1.96928104575163,2,2,1.83946078431373,1.96915620180657,1.93697478991597,1.96940314587373,2,2,1.96928104575163,1.82112845138055,1.96952259164535,2,1.96940314587373,1.97008287851223,1.97068341899867,1.94058229352347,1.97029114676174,1.93779580797836,1.97008287851223,1.82466063348416,1.94209272494044,1.82174688057041,1.79732453729155,1.96819703491153,1.9078431372549,1.97077677224736,2,1.97154259934062,1.97198879551821,1.97068341899867,2,1.88585434173669,1.94465528146743,2,2,1.94397759103641,1.97257965686275,1.97226207556193,2,1.94574671974053,1.89193899782135,2,1.97314578005115,2,1.89454160042395,2,1.78796484110886,2,1.89193899782135,1.97385620915033,1.97385620915033,2,1.84097363083164,1.94679829973948,1.92156862745098,2,1.97372549019608,2,1.94858919177427,2,2,2,1.97480556468397,2,1.89934640522876,1.94979530273648,2,1.95078431372549,1.92546966430551,1.92579185520362,1.85294117647059,1.97586726998492,1.8797385620915,1.97637609260572,1.95265423242468,2,2,1.93168279970216,1.90976921742148,1.9327731092437,1.7734337637494,1.97784762760066,2,1.93328173374613,1.95591813367683,1.93401656605363,1.84907322303922,1.87688347900692
"charg",2,2,1.96148148148148,2,2,1.96187363834423,2,2,2,2,1.92450142450142,2,2,2,1.72453703703704,2,2,0,2,2,1.81125356125356,2,2,2,2,2,1.96362433862434,2,2,2,1.96148148148148,2,2,1.96424010217114,2,1.96261355695318,1.33333333333333,2,2,2,1.96453232893911,2,2,2,2,1.96481481481481,2,2,2,1.96508803885853,1.96481481481481,2,1.96453232893911,2,2,1.96329966329966,1.96585648148148,2,1.96585648148148,2,2,2,2,2,2,1.96609686609687,2,2,2,2,2,1.96655610834715,2,2,2,2,2,2,2,1.93355119825708,2,2,2,2,2,2,1.93311221669431,2,2,2,1.96719576719577,2,2,2,1.96698872785829,1.96759259259259,2,2,2,2,1.93171296296296,1.96677559912854,2,2,2,2,2,1.90032679738562,1.96913580246914,2,2,1.96898148148148,1.96882325363338,2,2,2,1.9694332887104,2,2,1.96985357450474,2,1.97037037037037,1.96985357450474,1.96998722860792,2,2,2,2,2,2,2,2,2,1.97138047138047,2,1.65406643757159,1.9717727436174,2,2,2,2,2,2,2,2,1.87714543812105,2,2,1.88746438746439,2,1.86539060068472,2,2,2,2,1.86803732866725,2,2,1.97366898148148,2,1.86834490740741,1.973962684489,1.97407407407407,2,1.97423510466989,2,1.97472472472472,1.97463216641299,1.69501915708812,2,2,1.97494553376906,2,1.97507122507123,2,1.94897694897695,2,1.87472766884532,1.94962962962963,2,2,2,2,2,1.87947444651355,2,1.97592592592593,1.9039479039479,1.97637944066515,2,1.95249175877448,2,2,2,2,1.90986166889781,2,1.97776400936252,2,2,2,1.93604108309991,1.93529810298103,1.97893695221939,1.8519976669583,1.97884990253411,2,1.93728453990984,1.93858506944444,1.76683885343867
"decis",2,1.96072391220639,2,2,2,1.96152423233444,1.92304846466889,2,1.96072391220639,2,1.96190130624093,2,1.96152423233444,2,1.96029874213836,2,1.96152423233444,2,0,1.9622641509434,2,1.96152423233444,2,2,2,1.96261355695318,2,2,2,1.95890985324948,1.9222641509434,2,1.92590051457976,2,2,1.92452830188679,2,1.88885077186964,2,2,2,2,1.96327493261456,2,1.88679245283019,1.92893081761006,1.92778139232271,2,2,2,1.96446540880503,2,1.96418292292933,2,2,1.96295025728988,1.9655070754717,1.96473863284875,2,2,1.93051811919736,2,2,2,2,1.96574746008708,1.96418292292933,1.96620670233737,2,1.96473863284875,2,1.89862010701211,1.96525905959868,2,2,1.96500304321363,2,2,2,1.96642619311876,1.96446540880503,1.93196112064037,2,2,1.76344691636159,2,1.96620670233737,2,2,2,2,1.86392224128073,2,1.96473863284875,1.96663932184851,1.96724318658281,2,1.96704756842944,2,2,2,2,1.90230033600414,1.93629012496937,2,2,2,2,2,1.96831156265119,2,1.9372641509434,1.87389539049439,2,1.96878639645935,1.90768194070081,1.96908388270061,1.93787390704096,2,2,1.96878639645935,1.94004192872117,2,2,2,1.96989612041552,2,2,1.97037938729966,1.93979224083104,1.97002096436059,1.97092799383905,1.88105004101723,1.97103106537069,1.94028612896537,1.94164559424237,2,1.97103106537069,1.97103106537069,2,2,1.94303338171263,1.97178628107917,1.94206213074138,2,2,2,2,2,1.97228251794957,1.97272871412716,2,2,1.80542452830189,2,1.97325805972367,1.9466391509434,1.97272871412716,1.91995872641509,1.97300199417089,1.9466391509434,1.92083983543765,1.89489867225716,1.81792452830189,1.94777139732021,1.97423552374756,1.97437531871494,2,2,2,1.89489867225716,1.97459612775928,2,1.94944363812288,1.92270657124268,1.89655627391476,1.92378838327784,2,2,2,1.95006902899218,1.97535172865089,2,1.95102819588722,1.95109096658585,1.97510797908616,1.92672955974843,1.95127513995439,1.97603003465537,1.92839622641509,1.95179294675491,1.49608127721335,1.92869034406215,1.97660718859387,1.90675052410901,1.97711601121467,1.93120110446387,1.93224381005822,1.91044379484454,1.91187007403869,1.93454666889297,1.91332382009408,1.91233317993557,1.95717509241922,1.8280592284455,1.91400198609732,1.95739797089473,1.97874544062683,1.87507370283019,1.70330747665159
"point",2,2,2,2,2,1.96152423233444,1.96152423233444,1.92380261248186,2,2,1.96190130624093,2,2,2,2,2,1.96152423233444,2,1.9622641509434,0,1.96190130624093,1.88457269700333,1.96152423233444,2,2,2,2,1.95939294503692,1.96295025728988,2,2,1.96261355695318,2,2,2,2,1.96261355695318,2,2,1.89076464746773,1.92836584585865,2,2,1.8147512864494,2,2,1.96389069616135,2,1.96029874213836,1.92947726569749,2,2,1.92836584585865,1.96500304321363,2,2,2,2,2,1.96500304321363,1.96525905959868,2,2,1.92893081761006,2,2,2,2,2,2,2,2,2,2,2,2,1.96663932184851,1.96500304321363,2,2,1.96446540880503,2,1.93196112064037,1.96620670233737,2,1.69975389663659,2,2,2,2,2,1.96598056032018,2,2,1.96663932184851,1.93448637316562,1.96797418073486,2,2,2,2,1.96642619311876,2,1.90443518745406,2,1.96574746008708,2,2,2,2,2,2,1.93694769524719,1.96893695352048,1.96878639645935,1.93845462713387,2,1.96893695352048,1.9686320754717,2,1.96878639645935,1.97002096436059,1.87801667397982,2,2,1.96989612041552,2,1.97014306448269,1.97037938729966,2,1.94004192872117,1.97092799383905,1.88105004101723,2,1.91042919344806,1.97082279712118,1.77138670086096,1.94206213074138,1.97103106537069,2,1.97082279712118,1.94303338171263,1.91535884323752,1.97103106537069,2,2,1.97002096436059,1.94303338171263,1.94303338171263,2,1.94545742825432,1.97142333760762,2,1.88881401617251,2,1.94651611944733,2,2,1.9466391509434,2,2,1.94722655695843,1.86862334032145,1.97398921832884,1.9738856986601,1.97423552374756,1.94875063742988,1.9742827604032,2,2,1.97372466806429,2,2,2,2,1.92241720543607,1.84757676655568,2,2,2,1.97503451449609,2,1.80115241215682,1.97551409794361,1.97554548329293,1.95021595817231,1.97557651991614,2,2,2,1.97589647337746,1.95200774068699,1.80984091749908,2,1.93006289308176,1.93134803364401,2,2,2,1.95593503701935,1.93454666889297,1.95666191004704,1.91233317993557,1.97858754620961,1.89253701777844,1.89250248262165,1.95739797089473,1.97874544062683,1.91671580188679,1.92088199377376
"provid",1.72538461538462,2,1.96076923076923,2,2,1.96116138763198,2,1.96153846153846,2,2,1.88461538461538,2,2,2,1.91987179487179,1.96153846153846,1.92232277526395,1.81125356125356,2,1.96190130624093,0,1.96116138763198,1.96116138763198,1.80580693815988,2,1.96225071225071,1.96291208791209,2,1.92517482517483,1.95854700854701,2,2,2,2,1.96322537112011,1.88570391872279,2,2,2,2,1.96382007822686,2,2,2,2,1.96410256410256,2,2,2,1.96437578814628,1.96410256410256,1.96437578814628,1.92764015645372,1.96464019851117,1.96352785145889,1.92517482517483,1.96514423076923,1.92875157629256,1.89543269230769,2,2,1.96291208791209,1.89230769230769,1.92820512820513,1.96514423076923,1.89615384615385,2,2,1.96410256410256,1.92875157629256,1.96538461538462,1.9658438576349,2,1.93212669683258,1.96627647714604,1.96464019851117,2,2,2,1.96606334841629,2,1.93123543123543,2,1.9658438576349,1.86337543053961,2,1.9658438576349,2,2,1.9316877152698,1.89945054945055,1.96561771561772,2,1.85750315258512,1.93255295429208,1.96688034188034,2,2,2,2,1.96514423076923,1.89819004524887,1.96707060063224,1.96778221778222,1.96826923076923,2,2,1.96606334841629,1.96842355175689,2,2,1.96826923076923,1.93622200584226,2,1.96842355175689,1.96886446886447,1.96872103799815,2,1.96826923076923,1.96914132379249,2,1.96965811965812,1.96914132379249,1.96927497789567,2,1.96953327571305,2,2,2,1.96953327571305,1.87863247863248,2,1.96989966555184,2,1.96978021978022,2,1.91318147871546,1.94133644133644,2,2,1.94091990483743,2,1.88569374550683,1.97066822066822,2,2,2,2,1.94230769230769,1.94383934649421,1.91709760827408,2,2,2,1.9727047146402,1.9728952150212,2,1.97236586942469,1.91887019230769,2,1.91887019230769,1.91975130133025,1.81353276353276,1.97362637362637,1.97352285395764,1.97387267904509,2,1.97391991570074,2,2,1.97336182336182,1.94846656611362,1.92269984917044,1.92307692307692,1.97387267904509,2,2,1.84539969834087,2,2,2,2,1.97478120681714,1.95030250648228,1.92554791577138,1.92423540315107,1.97521367521368,1.82692307692308,1.9756671899529,1.97576923076923,1.77980265807491,1.9025641025641,2,2,1.97632478632479,1.95350633302441,1.97670419011882,1.88525879325136,1.931744312026,1.97760467380721,1.97781937826186,1.91187244128421,1.84404315196998,1.93467410452143,1.8907227942661,1.86882591093117,2,1.97838259592436,1.91526442307692,1.67772245985555
"sport",2,2,1.96039215686275,2,2,1.96078431372549,2,1.96116138763198,1.95998399359744,2,2,2,1.96078431372549,2,2,1.92232277526395,1.96078431372549,2,1.96152423233444,1.88457269700333,1.96116138763198,0,2,2,2,1.92374727668845,1.9625350140056,1.83461210571185,2,2,1.96039215686275,1.96187363834423,1.92442067736185,2,2,1.96152423233444,1.92374727668845,1.88663101604278,1.8526031102096,2,1.96344300432037,2,2,2,1.96152423233444,2,2,2,2,1.96399871423979,1.96372549019608,2,2,2,1.9263015551048,2,2,1.96399871423979,2,2,2,2,2,2,1.96476715686275,2,2,2,2,2,1.96500754147813,2,2,1.93137254901961,2,2,2,1.96426312460468,2,2,2,2,1.96524064171123,2,1.89640035118525,2,2,2,2,2,2,1.72192513368984,2,2,1.79539641943734,1.96650326797386,1.86893704850361,2,1.96610644257703,2,2,1.93137254901961,2,2,1.96789215686275,1.96500754147813,1.93578431372549,2,1.9680464778504,2,2,1.93578431372549,1.96773392901464,1.93639406982305,2,1.87394957983193,1.93668792818332,1.8727881396461,1.93578431372549,1.968764249886,1.9360929557008,2,2,2,2,1.96915620180657,2,1.96940314587373,2,1.9074686054197,1.96928104575163,1.97018807523009,1.75618073316283,1.91087344028521,2,2,2,2,1.85145573380867,2,1.94016575702446,1.91233031674208,1.97104636247022,1.94058229352347,2,2,1.69281045751634,1.97077677224736,2,1.97154259934062,2,2,2,1.74317226890756,1.97232764073371,1.97251814111471,2,1.91596638655462,1.97257965686275,2,1.94515931372549,1.97287335987026,1.94596949891068,1.97324929971989,1.9462915601023,2,2,1.97354284179425,2,1.97376964030645,1.97298474945534,1.94771241830065,1.97385620915033,2,2,1.89359659947895,1.84313725490196,2,2,1.92299465240642,1.94858919177427,2,2,1.94954835866931,1.92441669405192,1.89747224190881,1.94967320261438,2,2,1.97539215686275,2,1.97526395173454,1.73039215686274,2,1.9278431372549,2,1.97632711621234,1.95334936948757,2,1.86336559940432,1.95488460871074,1.97759103641457,2,1.95569525520132,1.84437239462714,1.91104231166151,1.97795906683841,1.91202208807151,1.80595128676471,1.95896115966897
"counti",1.96039215686275,2,2,1.96078431372549,2,2,1.96078431372549,1.96116138763198,1.91996798719488,1.91996798719488,2,2,2,2,1.95955882352941,1.92232277526395,2,2,2,1.96152423233444,1.96116138763198,2,0,1.96078431372549,2,2,2,2,2,2,2,1.92374727668845,2,1.9631507775524,1.96284829721362,1.96152423233444,2,2,2,2,2,2,2,1.62210338680927,2,2,2,2,1.79779411764706,2,2,1.96399871423979,1.78065802592223,2,2,2,2,2,1.85906862745098,2,2,2,2,2,2,1.89502262443439,2,1.86186713491367,2,2,1.96500754147813,2,1.96451914098973,1.86274509803922,2,2,1.96589940323956,1.96426312460468,2,2,2,2,2,2,1.96546678372842,1.96589940323956,1.96546678372842,1.76552287581699,1.96669352672576,2,1.79663865546218,2,2,2,1.96589940323956,2,1.9672342621259,2,1.79663865546218,2,2,1.9656862745098,1.96669352672576,1.96740514387573,2,2,2,2,1.9680464778504,1.93514328808446,2,2,2,1.84098517455763,2,2,2,1.8727881396461,2,1.968764249886,2,1.93856209150327,1.84382124943,1.90669371196755,1.96789215686275,2,2,2,2,2,2,1.91056422569028,1.84761295822677,1.97029114676174,2,1.97008287851223,1.912050256996,2,2,1.72008113590264,1.85041439256115,1.97077677224736,1.97104636247022,2,1.94209272494044,1.90459110473458,2,2,1.82466063348416,1.97154259934062,1.91596638655462,2,2,2,1.41888045540797,1.86259070557357,2,2,2,2,1.89031862745098,1.94574671974053,2,2,2,1.89398242055443,2,2,1.86747802569304,2,2,2,2,1.81787330316742,1.70845165652468,2,1.97385620915033,1.52941176470588,2,2,1.92288378766141,1.97461181004194,2,1.97477417933466,1.8992222587359,1.87184030238601,1.92450980392157,1.67366946778711,2,2,1.92546966430551,1.97526395173454,2,1.75867269984917,2,1.90550437042287,1.92898134863702,1.97667468474379,1.93061309030655,1.86336559940432,2,1.70868347338936,1.93203012912482,1.86708576560395,1.95553496989347,1.97776057791538,1.95591813367683,1.91202208807151,1.93531709558824,1.91792231933794
