"","text","positive","negative","assigned"
"3066","Vaccination centers for 18-44 age group: 1. Chanchalguda Govt Jr. College (Charminar) - Pin: 500036Vaccine: COVISHIELD. Cost: Free Total 1300 slots are available on Jul 01 (Dose1: 1300, Dose2: 0) CoWin: ",1,0,"Positive"
"3067","Vaccination centers for 18-44 age group: 1. Mumtaz Degree P.G. College (Saidabad) - Pin: 500059Vaccine: COVISHIELD. Cost: Free Total 1300 slots are available on Jul 01 (Dose1: 1300, Dose2: 0) CoWin: ",1,0,"Positive"
"3068","As part of its COVID-19 vaccine requirement,RegisCollegehas launched an incentive program for the chance to win a gift card or a parking spot for the fall semester. #RoarPride #ProtectThePride For complete rules and details: ",1,0,"Positive"
"3069","Drew University is proud to join the  and  COVID-19 College Vaccine Challenge as we continue to work to keep our campus and local community safe.",1,0,"Positive"
"3070"," My daughter made her decision for the fall based on the college that required a Covid vaccine vs the school that decided to make it mandatory after deposits were due.  Remember, colleges are businesses-money comes first.",1,0,"Positive"
"3071","Winning Wednesday is HEREBlessing Johnson won an Amazon gift card by uploading her vaccine information.I\m looking forward to having a normal college experience this year after an unconventional freshman year.Students, enter your info and win: ",1,0,"Positive"
"3072","    Explain half full in terms of spreading Covid and giving it a greater chance of vaccine escape.",1,0,"Positive"
"3073","Not a hugger?#eBay #etsy #vaccinated #vaccine #pandemic #vaccineshot  #cheapgift #hedgehog #nohugs  #pinbutton #socialdistance #classof2021 #birthday #gift #retail #graduation #highschool #college #dad #covidshot #gamer #july4th #gaggift #giftideas",1,0,"Positive"
"3074","The Commonwealth is incentivizing vaccinations (as if saving lives werent enough!) with a lottery. I approve. If theres something Bay Staters understand better than immunology, its gambling. ",1,0,"Positive"
"3075","Interestingly, workplace vaccine requirements are substantially more popular than workplace vaccine incentives (51% vs 39%), but most dont want their own workplaces to require vaccination (61%). K-12 (52%) &amp; college (58%) vax requirements are more popular than workplace ones 3/4",0.857723577235772,0.142276422764228,"Positive"
"3076"," my nephew just completed his freshman yr of college he got vaccine and now is in hospital with itp or thrombosis.  They told my sister its a one in a million chance that he got it from vaccine.  Is this one of the major side affects that you have been talking about",1,0,"Positive"
"3077"," the American College of Physicians has issued a call to action which would stimulate this discussion at the state level because this is really where that issue falls. Electing informed officials and voting is obviously your most direct action. ",1,0,"Positive"
"3078","Can COVID-19 Vaccines Be Legally Mandated In College This Fall? - By Abagail Hobika, Fordham University Class of 2023 June 30, 2021 In the United States, roughly 49.9% of the total population have at least one dose of the COVID-19 vaccine, and... ",1,0,"Positive"
"3079"," we were both in a room and had to find a way out to leave the hospital  praying he goes to a different campus than i bcz everyone that went to get the vaccine today were in the same college",0.67816091954023,0.32183908045977,"Positive"
"3080","Thank you, parents, for standing up for your kids! We stand with you! Im a college graduate but there would be no question...I would not let my kids succumb to a mandate. Its not worth ANY myocarditis. Keep standing strong! ",0.596774193548387,0.403225806451613,"Positive"
"3081"," A phlebotomist on the parenting board for my sons college was going on and on about how she and her nurse friends werent getting the vaccine and instead were forging the cards for themselves and their kids. She wasnt happy when I told her that is a federal crime.",0.323529411764706,0.676470588235294,"Negative"
"3082","How is this legal at all. Lets make a vaccine that isnt approved by the FDA mandatory to get a college education because 99% of people beat the virus w/o the vaccine but only to be told you still have to wear a mask after your vaccinated because theres a new variant every week  ",0.594594594594595,0.405405405405405,"Positive"
"3083","So I visited the Kachgda Jr. College vaccine center today at 3pm to enquire If I can walk in tmrw &amp; if Gents were getting the shot, staff says thy dont know, thy receive instruction at 7.30 am deciding who to give it for the day. I mean  WTH Man..  cc ",0,1,"Negative"
"3084","I got vaccinated because I want to protect my health and that of my family, friends, work colleagues and community.  Curt Lox, Brooks College of Health Dean To find a COVID-19 vaccine site near you, visit ",1,0,"Positive"
"3085","Students at Thaddeus Stevens College will no longer be required to get a COVID-19 vaccine before returning to school in the fall.",0,1,"Negative"
"3086"," It would be so helpful if vaccine rolls out for college students three weeks before then, and preferably the one dose version.",1,0,"Positive"
"3087","more vaccinations. The CDC could play a helpful role here by issuing guidance for employers, college campuses, and other organizations by (a) encouraging mandates - which are legal per the EEOC (b) for those unable (because of state laws) or unwilling 2/ ",1,0,"Positive"
"3088","Left - Yes! I need another vaccineRight - What, more of this crap?Parents - Oh no my sweet college-bound baby!If the headline is a good one, it is a relatively simple matter to write the copy.  John Caples ",0.744394618834081,0.255605381165919,"Positive"
"3089","GBC is proud to be a Vaccine Champion College. Our students, faculty, and staff are taking the pledge. #WeCanDoThis  We can keep each other safe by taking the #COVIDCollegeChallenge pledge, committing to action, and getting the COVID-19 vaccine.",1,0,"Positive"
"3090","Even though the COVID-19 vaccine protects against the virus, doctors like Meharry Medical College President and CEO, James Hildreth says were not quite out of the woods.",1,0,"Positive"
"3091","Getting Vaccinated is  ine dominant weapons the world has today to fight Corona Virus! C2C organised a vaccine drive at Vidya Vardhaka Sangha First Grade college and Carmel degree college, both in Basveshwaranagar. Where students bravely received their first dose!! ",0.341346153846154,0.658653846153846,"Negative"
"3092","My College is closed to all students other than those with work outstanding . All teaching and support staff have been instructed to get a PCR test. Covid is on the ride again and the Government is planning on relaxing restrictions and scrapping the idea of vaccine permits - mad",0.756756756756757,0.243243243243243,"Positive"
"3093","Whats going on here? Thaddeus Stevens College in PA had a Covid-19 vaccine requirement. Now it reverses itself and there will be no requirement! #bbn #COVID19 #CovidVaccine #covidmandate #college ",0,1,"Negative"
"3094","We got about 100 College Age Kids among 650+ Parents who are  Members and as of June 20 they are ALL Fully-Vaccinated and all Fine...thing is they ALL wanted the Corona Virus Vaccine and often got it on done on their own!They Ready For Fall!#LetsPlayFootball ",1,0,"Positive"
"3095"," Thank you for passing the amendment protecting K-12 and college students from mandates of a vaccine that is not FDA approved.  Keep fighting for freedom.",0.581395348837209,0.418604651162791,"Positive"
"3096","Koreans are allegedly registering for the mock college entrance exam in September in order to get the Covid vaccine, as the government plans to give test takers the Pfizer jab in August.",0,1,"Negative"
"3097","Were all hoping for a vaccine for climate change, but theres no such thing.We spoke to MPhil student Santiago Sottil on changing behaviours through art, lockdown in College &amp; his outlook on the climate challenge.Read more: ",0.40495867768595,0.59504132231405,"Negative"
"3098"," Love drinkers of rum.We,re underratedit makes delicious Areba Rubas....thevaccine for boredom I invented in college",0.775,0.225,"Positive"
"3099","people who are mad over colleges making the vaccine mandatory clearly dont remember handing in a vaccination record. or just didnt go to college.",0.556862745098039,0.443137254901961,"Positive"
"3100","   Sir, My father is professor in Govt Pg College. His 2nd dose of covishield was sheduled on 29th june on Kotwa bani Prayagraj when he talked to the of incharge, he replied no vaccine is available. today also he gave same reply. please help",0.693877551020408,0.306122448979592,"Positive"
"3101","Young people:- Your doing the leaving cert your not doing the leaving cert. Pay your college fees college is closed. To young for a vaccine. You cant go anywhere without a vaccine. Socialise outdoors but dont gather in groups. Pay your rent but no summer job! #GovFailsAgain",0,1,"Negative"
"3102","A free Covid-19 Vaccination drive was organized at Sahyadri College of Engineering and Management on Tuesday.#sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ",1,0,"Positive"
"3103","MLA Dr. Bharath Shetty inaugurates free Covid-19 Vaccination drive at Sahyadri College of Engineering and Management. #sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ",1,0,"Positive"
"3104","Parents spend a LOT of time and money making sure their kids study hard to get into a great college or get that athletic scholarship... Imagine losing it all because they didnt wear a mask or get a vaccine. That will be the reality for 1 in 12 kids. #GetVaccinated ",0.614130434782609,0.385869565217391,"Positive"
"3105"," Itll mean more ppl will be queuing up for their vaccine.  A girl we know who is 24 is driving 200+ miles to get her vaccine in a surgery she was registered in ...in college.  Fair play to her. Get vaccines into as many arms as possible ",1,0,"Positive"
"3106","Another young girl dead: 19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of #Covid Vaccine, June 15, 2021  They had to give her a heart transplant; she still didnt make it.",0,1,"Negative"
"3107"," Plenty shots for 45+ share some percentage to 18+ how stupid management if 18+ dont get vaccine how college will start how education will move purchase from private hospital in durgapur asansol give it to us  u should also join hand why  alone ",0.584,0.416,"Positive"
"3108","MLA Dr. Bharath Shetty inaugurates free Covid-19 Vaccination drive at Sahyadri College.",1,0,"Positive"
"3109","Wilmington student wins $125,000 for college in NC vaccine lottery, Winston-Salem teacher wins first $1 million  ",1,0,"Positive"
"3110","MLA Dr. Bharath Shetty inaugurates Free Covid-19 Vaccination drive at Sahyadri College ",1,0,"Positive"
"3111"," Royal Australian College of General Practitioners president Karen Price said the seriousness of Australias current outbreak meant the decision was appropriate.Dr Price said she would have no hesitation in giving the AstraZeneca vaccine to people under 40. AFR today",0.779527559055118,0.220472440944882,"Positive"
"3112","246 students, staff of MMK &amp; SDM Womens College take vaccine ",1,0,"Positive"
"3113","my lecturer ended her class early today cause she got a call from the hospital saying that there was an opening for the vaccine.she was going to give it up but all my classmates and I were like ms you don\t know when you can get it next....go! and the college approved!",1,0,"Positive"
"3114","  What about the young men college age who are having heart problems due to vaccine?  Yet they are forced to get it. Get a grip",0,1,"Negative"
"3115","   A vaccine didnt lose our chance to play in the College World Series, the NCAA did. Its obvious we would have won and it breaks me heart!",0.831683168316832,0.168316831683168,"Positive"
"3116","i thought i was done reading scientific reports after college but here I am reading about vaccine efficacy trials for fun....",1,0,"Positive"
"3117","TBH my experience with this  requiring college kids to have a vaccine to be on campus  its a headline and nothing more. My classmates were among the hungriest people in my network for a vaccine and went as far as creating a registry to help people make risk tolerance choices. ",0.772455089820359,0.227544910179641,"Positive"
"3118","All that a vaccine mandate would do is instill a general sense of safety. But is that enough to justify keeping students out of college? In this weeks Future View, students weigh the pros and cons of their colleges vaccine rules. ",1,0,"Positive"
"3119","     Change schools, educate yourself.  Did you actually analyze the study for yourself?  Or do you read headlines?  Funny you ignored double blind controlled vaccine studies but believed an observational study.  Biased much?One semester in college!  Wow!",0.574193548387097,0.425806451612903,"Positive"
"3120","  WHY IS THIS DANGEROUS VACCINE MANDATORY FOR COLLEGE STUDENTS IN NY?!?!This is aDangerous experiment!!",0.275482093663912,0.724517906336088,"Negative"
"3121"," Good ole Fuhrer DeSantis!*Pocketed every dime that was to aid renters &amp; stop evictions.*Continues mass genocide for political gain &amp; profit.*Made running down lawful protesters with vehicles legal.*Wants a list of college students votes.*Limits vaccine availability. ",0.616326530612245,0.383673469387755,"Positive"
"3122","  I have a degree and I took a college course on pandemics. Its common knowledge that the polio vaccine eradicated polio. What the hell are you even on about",0,1,"Negative"
"3123","Our hardworking staff and volunteers continue to support the  in #Vaccine registrations throughout Viti Levu. Lets fight this virus together to achieve a #COVIDFREEFIJI Pictures are from Bhawani Dayal Arya College, Nakasi. #GetVaccinated ",0.506849315068493,0.493150684931507,"Positive"
"3124","Get your freaking vaccine. JFC. Our healthcare workers are tired. Our communities cant handle more outbreaks, theyre only going to be worse with no masks. This is infuriating. Getting ready to send son to college in SE KS with tons of SW MO kids. Not cool. ",0.131901840490798,0.868098159509202,"Negative"
"3125","People who make fun of citizens that took the Moderna vaccine (i know, some people are still teenagers after college, shocking) are spitting in Dolly Partons face. I dont make the rules.",0.550898203592814,0.449101796407186,"Positive"
"3126","Thinking on when the vaccines are going to roll out for students because Ill be heading back to college in September..",0,1,"Negative"
"3127","  Gee, when I went to college, I had to prove I had a smallpox vaccination. When I wanted to meet my new great nephew, I had to have a tdap booster. Vaccines help, not hurt but because you support the selfish,  you dont support this vaccine. #FlipTheFirst.",0.581881533101045,0.418118466898955,"Positive"
"3128"," I have completed  vaccination. Also book 120 + slot for friends, college &amp; neighbour. Also teach them to book slot for other person book who doesnt know how to book slot. Also aware more people to understand vaccine is safe for all of us.  ",1,0,"Positive"
"3129","UCI Medical Ethics director: risks of Covid vaccination outweigh potential benefits of the vaccine for college age students,Dr. AaronKheriaty ",0.552995391705069,0.447004608294931,"Positive"
"3130","  Why do the vaccine manufacturers accept zero liability in the case of side effects? Why do you continue to manipulate people into taking this experimental vaccines? I thought medical trials were only for broke college students.",0.346153846153846,0.653846153846154,"Negative"
"3131","  Dr  Chief Medical officer for the   Toronto  Mayor  Premier of Ontario  College of Physicians &amp; Surgeons of Ontario   WE DON\T NEED A VACCINE The Good Doctors   ",1,0,"Positive"
"3132","       Immune responses themselves are not contagious. Do you see people getting massive outbreaks of meningitis every year at college? The meningococcal vaccine is required for colleges, so if the immune response to that was contagious, then wed see a lot more meningitis",0.735449735449735,0.264550264550265,"Positive"
"3133"," And is that information easily harvestable to identify the most suitable vaccination centre based on where they live, underlying conditions, of they have a vaccine already, pps no. in terms college lists and can they actually forward them without consent?",0.382978723404255,0.617021276595745,"Negative"
"3134"," yall do know that most, if not all, schools require certain vaccinations in order for students to attend, right? this isnt a new concept, its just a new vaccine thats required. i wouldnt feel safe on my college campus knowing that people could be transmitting a deadly virus",0.465909090909091,0.534090909090909,"Negative"
"3135","  They have not changed their medical advice nor has our AMA or Royal College of Physicians. Its substandard on all markers due to the type of vaccine creation pathway used to create it, same as J&amp;J, of which Pfizer and Moderna went the other route to create theirs.",1,0,"Positive"
"3136","Important article for our narcissist California state leadership to read. I know you think otherwise but people who have RECOVERED from COVID have antibodies - IDIOTS",1,0,"Positive"
"3137","Reminder that a COVID-19 Vaccination Clinic will be held at the Great Falls College campus TOMORROW JUNE 30! All 3 vaccine types will be available - Pfizer for age 12+ (with parent consent), or your choice of the three for ages 18+. ",1,0,"Positive"
"3138","  I didnt get fever, I was also infected most probably but couldnt get tested in the peak. Got vaccine mainly for the certificate, as it is required to go back to college. Natural Immunity last for about 4-6 months so you are mostly safe...",0.772222222222222,0.227777777777778,"Positive"
"3139","College Students Suing Over State Universities Vaccine Mandates.Government and businesses ignoring students/employees with antibodies who had COVID and recovered.The elephant in the room is herd immunity and those who have antibodies.  ",0,1,"Negative"
"3140","College Students Suing Over State Universities Vaccine Mandates - ",0,1,"Negative"
"3141","Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes, 9) $100,000 scholarships. Visit ",1,0,"Positive"
"3142","FREE COVID Vaccine Clinic  on Wednesday, July 7th from 10 am to 1:30 pm. All students, employees and community 18 + welcome.Register today! #covid_19 #vaccine #health #student #community ",1,0,"Positive"
"3143","Had no clue that was a thing.I know North Carolina College baseball team Had to forfeit this weekend because 4 VACCINATED players tested positive.Why are they testing vaccinated people? I thought the vaccine was the cure ",0,1,"Negative"
"3144","   COVID and any vaccine involves many layers of study, testing and review. According to The College of Physicians of Philadelphia, vaccines usually take an average of 10-15 years to create. They are testing them on you.",1,0,"Positive"
"3145","Maa College vallaythe Rule pettaru...... If Im correct... Max Anni colleges.. Kuda vaccine vepinchukuntune Allow chestaremo... Better Try To vaccinate as soon as possible ....",1,0,"Positive"
"3146","This is a small but sweet victory for PA! Thaddeus Stevens College of Technology has officially rescinded its mandatory COVID vaccine requirement!!! ",1,0,"Positive"
"3147","BIPOC, Dont ya just love it. Community College Waives Vaccine Requirement, Citing Diversity and Equity.  Vaccination requirements create a barrier to educational access that will disproportionately impact Black, Indigenous and People of Color (BIPOC). ",0.300546448087432,0.699453551912568,"Negative"
"3148","UMA is proud to be listed as a Vaccine Champion College. Our students, faculty, and staff are taking the pledge and committing to action. #WeCanDoThisGet the COVID-19 vaccine and become a #VaccineChampion! Find a vaccination site near you  ",1,0,"Positive"
"3149"," Yup - happening everywhere. I guess HIPPAA is meaningless when it comes to COVID. Just waiting for lawsuits from vaccine injured college students forced to take the vax.",0,1,"Negative"
"3150","   I agree.  All available vaccines were mandatory when l went to  school, and had to repeat smallpox vaccine when l went to college.  When l was in grade school the polio vaccine (Salk) was not yet developed. It was a shot. When the Sabin vaccine was developed, got it too.",1,0,"Positive"
"3151","Centennial College, Progress Campus in Scarborough [Toronto health unit]5907 2nd dose spots addedFirst available date is 2021-07-13Book at ",1,0,"Positive"
"3152"," One vaccine is completely free with a max of two days of side effects. The other is a kid thatll require 9 months of pregnancy and over 20 years of nurturing, care, financial support, and probably college payments. But sure, lets pretend theyre remotely close",0.87603305785124,0.12396694214876,"Positive"
"3153","Congress: Hamare pas Gandhi ke naam par road hai, hospital hai, museum hai, stadium hai, college hai, station haiBJP: Hahaha, hamare pas 40+ Crore vaccine receipts hai photo wali ;-)        ",1,0,"Positive"
"3154","whenever I start to worry about potential long-term vaccine side effects I remember that Ive probably done way worse to my body in college ",0,1,"Negative"
"3155","  The difference? COVID-19 vaccine is not yet FDA-approved, still in trials until 2023, and will soon require more boosters.Almost every university in blue states are mandating this injection for college kids.Where was this for Swine Flu, which was far more harmful to kids?",0,1,"Negative"
"3156","Some are angry at Boston Colleges COVID-19 vaccinemandate ",0,1,"Negative"
"3157"," Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege",0,1,"Negative"
"3158","       Please help my wifeto get the provisional certificate for 1st dose of vaccine(COVISHIELD).She was admistered on 7th.june21 in Womens govt college Sundargarh.Registered mobile number is 9873170828.",1,0,"Positive"
"3159","Ok I deleted all the tweets Im mad, because Im ashamed..I dont know everyone reads But honestly, dont worry Ill be taking this first dose of vaccine on Thursday..That girl I mad, is was irl my old college friend not social media ",0.716112531969309,0.283887468030691,"Positive"
"3160","Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege",0,1,"Negative"
"3161"," Those people can get vaccinated and stop smoking and college campuses need to permit this unhealthy habit. The point is mandating this mRNA vaccine on young, healthy people which you still dont seem to understand.",0.323383084577114,0.676616915422886,"Negative"
"3162","Weve joined the COVID-19 College Challenge! This challenge is aimed at getting more college students vaccinated against COVID-19. Find a vaccine near you by clicking the link in our bio. We can do this, Wildcats! #COVIDCollegeChallenge #WeCanDoThis ",1,0,"Positive"
"3163"," Yes. Ive felt so unsettled all day. I had Guillain Barre from the Flu vaccine in 2018 &amp; I havent been able to bring myself to have the Covid vaccine -Im Just too scared to have it. Soon my husband will no longer be working from home &amp; my son returns to college in Sept. Scared.",0.168776371308017,0.831223628691983,"Negative"
"3164","Were all in this together - listen to our exploration of vaccine hesitancy and how healthcare providers can make a difference in vaccination rates for #COVID19 ",0.5,0.5,"Negative"
"3165","Getting ready for university or college life? Getting your vaccine couldnt be easier.Aged 18+, book your vaccine at ",1,0,"Positive"
"3166","If a young student is afflicted with myocarditis after being forced to take the vaccine, will the college president be subject to jail time?Isnt mandating medical treatments a serious issue, above the pay grade of a college execs?",0,1,"Negative"
"3167","Bates is excited to participate in the statewide vaccine incentive program for college students! Eligible students will be entered into a drawing to win a $1,000 scholarship for tuition, fees and other educational expenses. Find out if youre qualified ",1,0,"Positive"
"3168","  There are some US college and limited Uni that are accepting applications (even from those you refuse the vaccine). Youre welcome to apply.",0.577981651376147,0.422018348623853,"Positive"
"3169","      I couldnt get the chickenpox vaccine until I was in college because of my autoimmune diagnosis. Life isnt as simple as the #covid vaccine fan club is making it seem.",1,0,"Positive"
"3170","  Question? Is there any legal leg for a nurse to stand on..for refusing to give the vaccine..I am being told that if I refuse ,I will be charged by the College of nurses for in subordination!",0.175609756097561,0.824390243902439,"Negative"
"3171","FROM THE NEWSROOM: BOSTON (AP)  Some Boston College students and their parents are angered by the Catholic schools refusal to grant religious exemptions to people who dont want to get a coronavirus vaccine because of a purported link to",0.355828220858896,0.644171779141104,"Negative"
"3172"," my kids are not old enough to attend your college however even if they were with your vaccine passports required- there is no way in HELL I would send them there! #discrimination #Segregation #NoVaccinePassports",0,1,"Negative"
"3173","We are proud to be part of the White Houses COVID-19 College Vaccine Challenge and have pledged to keep our community safe!We encourage all members of the UAlbany community to get vaccinated as soon as possible! Vaccine resources: ",1,0,"Positive"
"3174","BC said...because Pope Francis told Catholics they have a moral obligation to take the vaccine, an exemption is not being granted to members of that faith. Boston College faces fury over vaccine exemptions denied over abortion link via  ",0.251012145748988,0.748987854251012,"Negative"
"3175","Im not anti-COVID vaccination but I am 100% against mandating this vaccination, says . announced the launch of a campaign to fight #Vaccine mandates across college campuses. ",0,1,"Negative"
"3176","Bravo to Seneca! Yes they can do it because a college education is a privilege, not a right. More will likely follow suit. Vaccine passports now! ",1,0,"Positive"
"3177","Hey college students! As you prep for the fall semester, make time to get your #COVID19 vaccine before classes start. Youll protect your health AND support your on-campus community: ",1,0,"Positive"
"3178","UofL has partnered with  for the COVID-19 College Vaccine Challenge. The vision of returning to vibrant campus life cant be achieved without vaccination. You can text your zip code to 438829 or visit ",1,0,"Positive"
"3179","Indoor dining discriminatory apartheid vaccine passport laws seem to have socially profiled the people they want excluded. So if you are :1. Over 182. Under 503. No children at college4. Healthy strong immune system.5. Never got covid6. Dont have GP Youre OUT. ",0.528023598820059,0.471976401179941,"Positive"
"3180","More of Tuesdays headlines with : A rare, but serious side effect warning coming from the #JohnsonJohnson vaccine. #ZailaAvantGarde receives two full-ride college offers in her home state. #StartYourDay ",0,1,"Negative"
"3181","Jennifer Lint, M.Ed., M.P.A., director of Administration &amp; Communications, College of Medicine, got the #COVID19 vaccine because she has a very important birthday to celebrate this month!   ",1,0,"Positive"
"3182"," Seneca college just got rid of the stupid anti vaccine crowd, and increased the IQ of the student population.",0.26984126984127,0.73015873015873,"Negative"
"3183"," I dont know if you think its ok for a government subsidized college to mandate a non-FDA approved mRNA vaccine on a demographic thats at the lowest risk of severe covid. These are young, mostly healthy adults, not senior citizens who are at most risk.",0.45016077170418,0.54983922829582,"Negative"
"3184","Bra I HAD to get a meningitis shot in order to enroll in college tell my why my insurance only covered the injection not the $150 vaccine liquid wtf ",0,1,"Negative"
"3185","Just found out college educated niece in OR, 3 kids under 9, + ext family with no #vaccine because they follow #Trump. Plz inform all that DT &amp; his entire fam are vaxed. DT would likely be dead if not for experimental rx that at the time no one could get like IVIG+. smh",0.258474576271186,0.741525423728814,"Negative"
"3186"," Glad I do not attend that college. I can not get the RNA vaccines and the J &amp; J vaccine is not available in Canada. So, I could not go even if I wanted. Does that strike anyone as fair and impartial?",0.779310344827586,0.220689655172414,"Positive"
"3187","  Olympic Bollywood Vaccine ExportAfghanistan AlbanyIPLAdani.............What about Youths, jobs, Student, Employment, Economy, GDP, Fuel prices, Farmers Schools, college, Education, Labours, poverty....?",0,1,"Negative"
"3188"," My employer, (a PA college), my kids college as well as those of my friends are all requiring the C19 vaccine. Dorms are a virus &amp; germ petri dish. Think of them as a cruise ship that is at sea for 9 months. ",1,0,"Positive"
"3189","No changes planned for U. of Missouri, Columbia College amid COVID-19 surge | Columbia Daily Tribune | ",0,1,"Negative"
"3190","Boston College faces fury over vaccine exemptions denied over abortionlink ",0,1,"Negative"
"3191","I rl got to take the vaccine to go back to college thats crazy",0,1,"Negative"
"3192","Boston College faces fury over vaccine exemptions denied over abortion link ",0,1,"Negative"
"3193","     I am glad you survived but three of my college classmates did not after getting COVID. I wish the vaccine had been widely available for them. I went to college in Springfield, have friends there. I am concerned. 99% dying of Covid are unvaccinated.",1,0,"Positive"
"3194","Getting caught up on childhood vaccinations is especially important if this young person will move into a college residence. All colleges require 2 doses of varicella and the young adult might also need the meningitis vaccine. Find a clinic near you at ",1,0,"Positive"
"3195"," have young people not been through enough with the leaving cert and no college and now we can work in a restaurant but cant get food because we cant get the vaccine",0,1,"Negative"
"3196","This is obviously INCREDIBLY rare. My wife is an NP and one of the girls that we went to college with got GBS from the normal flu vaccine a few years back. This happens every year in a minuscule percentage of people with vaccinations. ",0.55,0.45,"Positive"
"3197","  This already shows this vaccine is a flook. I agree with your statement. My perants are telling me if i want to  go to college or compete in my athletics competition. I have to take the vaccine.This is by far discrimination.",1,0,"Positive"
"3198"," I am ashamed that a professor of medicine at , a premiere Texas College, would stand on a public broadcast and support this type of vaccine rhetoric. Such a disgrace.",0.300411522633745,0.699588477366255,"Negative"
"3199"," My foster parents are telling me if i want to go to college and compete this weekend in athletics. i have to take the stupid vaccine. What should i do. I dont want to take it. This is discrimination and the hole world should know this",0.218487394957983,0.781512605042017,"Negative"
"3200"," Bravo to Seneca College for their responsible vaccine stance. The interview was over the top with buts and the what ifs. Hopefully CBC will encourage everyone to become vaccinated.",1,0,"Positive"
"3201","   Is it true that unvaccinated people cant go to places like college sports competition shops etc. Because my foster dad is telling me if i want to go to competition i gotta take the vaccine. I dont even want it in my body! What should i do?",0.851612903225807,0.148387096774194,"Positive"
"3202","Boston College faces fury over vaccine exemptions denied over abortion link",0,1,"Negative"
"3203","Come get your vaccine at Kings College in Cambridge this weekend, any time between 10am and 6pm. No appointment necessary; just walk in to get your jab.If you had your first dose of Pfizer or AstraZeneca at least 8 weeks ago, you can get your second dose here!#TheVaccinators ",0,1,"Negative"
"3204","BC faces fury over denied exemptions, assert Francis states Catholics are obliged to submit to human medical experimentation from HEK-293 tainted interventions ",0,1,"Negative"
"3205","     The same group that were asked to sacrifice school, college and all social interaction to help protect the vulnerable are now being told the vulnerable can carry on with their life and you again must stay at home because we havent got any vaccine for you yet",0.581395348837209,0.418604651162791,"Positive"
"3206","To tarnish clear-thinking young adults reputations, MSM have been pejoratively associating 18- to 34-year-olds (Gen-Zers and Millennials) who refuse the COVID injections with 1960s-era draft dodgers, calling them Americas biggest vaccine-dodgers.",0,1,"Negative"
"3207","#DYK Right now, theres no evidence that getting a COVID-19 vaccine causes any breastfeeding safety concerns. The American College of Obstetricians and Gynecologists recommends that pregnant and breastfeeding women should be offered the vaccine when theyre eligible. ",0.680473372781065,0.319526627218935,"Positive"
"3208","  info from several 3, or 5 anonymous sources!after Nov 3, 2020 the liberal-progressive-democrat/msm/rino-hollywood-college professors communist party directed the vaccine creators 2 alter the vaccine(s) w/an R or D so the docs would know who 2 give what vaccine 2! my opinion!!!",1,0,"Positive"
"3209","    Sure, except: 1. 5 minutes on Twitter tells me theres many folk who will not get the vaccine.2. There are vulnerable people out there who have not been vaccinated. Maybe they are 17 years old and working in a shop, or 19 years old and getting the bus to college.",0.544303797468354,0.455696202531646,"Positive"
"3210","the liberal-progressive-democrat/msm/rino-hollywood-college professors communist party over-played their hand w/the virus, now the lib-prog-dem/msm/rino-hollywood-college prof communist party R overplaying the vaccine(s)!own the gop locally/state-wide!",1,0,"Positive"
"3211"," Vax FlaxParents livid over morals of Boston College shot policy",0,1,"Negative"
"3212","CWN: Boston College faces fury over denied vaccine exemptions (Boston Herald) ",0,1,"Negative"
"3213","The preprint study from Baylor College of Medicine found that only one person whod gotten an Indian-made vaccine, Covaxin, died after attending the 92-person wedding near Houston.",0,1,"Negative"
"3214","200,000 a day...... some areas have already hit their peaks and are coming down. We have always seen this. Nearly 50% of cases are in school/ college / uni aged. This will plummet in August. So there would have to be mass increase in older if there is then its vaccine failure. ",0.41,0.59,"Negative"
"3215","College Students Reject COVID Vaccine Mandates  By Voting With Their Dollars",0,1,"Negative"
"3216","Pat Cullen, the Royal College of Nursings acting chief executive, said whencases were rising across the UK, we must not lose the benefits of a successful vaccine programme to rash decisions. ",0.55363321799308,0.44636678200692,"Positive"
"3217","For  to suggest some small scale studies is to put it mildly trivialising &amp; inappropriate.A preclinical trial of mixed vaccine (AZ-mRNA Imperial College) schedule in animals showed better immunity than same-same vaccine schedule",0.547945205479452,0.452054794520548,"Positive"
"3218","No changes planned for University of Missouri, Columbia College amid COVID-19 surge - Columbia Daily Tribune ",0,1,"Negative"
"3219"," I will never forget pols shutting down HS and college sports because of rare cases of myocarditis with Covid in athletes. Now they want to shove a vaccine known to cause elevated risk of myocarditis on my son. Its all lies and I do not trust them AT ALL.",0.278947368421053,0.721052631578947,"Negative"
"3220","   NoDumb assed nurses areI literally know 2 RNs who work for DukeOne went to Community college the other to UNC-Chapel hill to get their RN degreesGuess which one STILL thinks Covid is hoax &amp; vaccine is dangerous &amp; the other knows the factsYea, UNC girl thinks its a hoax",0,1,"Negative"
