"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","deenanath","have","navail","nslot","shivajinagar","high","pvt","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","nage","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","plai","effect","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","bmcc","hospit","di","risk","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","center","commun","jab","privat","free","make","athlet","scholarship","kid","st","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","pm","nmin","nnaval","vaccinepun","code","pin","cowin","ndate","limit","covishield","nvaccin","student","medic","pune","ag","ndose","capac"
"inform",1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,3,1,0,7,0,4,3,1,1,5,1,0,2,0,0,0,3,2,0,1,2,2,1,1,0,0,0,1,2,1,2,0,0,2,1,7,1,0,2,0,1,3,0,0,0,2,1,0,2,0,1,0,0,2,3,1,1,0,1,0,0,1,0,0,0,4,0,0,71,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,5,2,0,2,0,0,1,0,2,1,1,2,1,2,2,0,1,0,0,1,1,2,3,2,6,0,0,1,2,4,1,2,1,1,0,3,4,0,1,1,2,1,1,0,2,1,1,1,0,1,3,8,1,0,1,2,0,3,0,3,5,2,0,1,1,0,0,1,0,5,0,4,3,7,4,6,0,0,1,1,0,2,8,0,1,1,2,2,0,3,9,4,3,1,2,4,5,1,1,3,5,2,7,7,4,4,1,2,0,0,0,0,0,1,0,1,0,0,17,5,0,5,0,0
"read",0,0,3,0,0,1,1,1,0,0,2,0,2,2,1,0,0,0,0,9,0,0,1,0,2,0,0,2,0,1,0,1,3,0,1,0,0,0,5,2,0,0,1,0,1,0,0,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,2,0,2,1,0,1,1,0,1,0,2,1,0,1,1,0,71,0,2,0,4,1,2,0,0,2,0,0,0,0,0,4,0,2,1,0,4,1,1,1,0,2,1,0,0,0,2,0,1,1,1,0,5,0,4,1,1,2,1,0,1,0,2,0,0,0,1,0,1,1,1,2,0,12,0,0,0,2,1,0,3,2,1,1,0,2,0,1,1,1,0,0,0,0,0,5,1,2,2,4,0,3,0,0,0,1,0,3,2,4,0,0,2,1,0,0,2,0,8,0,2,2,2,0,3,1,1,2,4,5,2,1,1,3,2,3,2,2,5,0,4,7,3,3,5,0,0,0,0,1,0,0,0,0,0,4,6,1,0,0,0,0
"approv",3,1,0,0,0,1,1,0,0,0,1,0,1,4,1,1,0,2,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,2,0,1,0,1,5,0,0,0,8,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,1,2,1,0,1,1,0,0,0,0,72,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,3,5,1,1,0,1,0,4,0,1,3,0,0,1,3,3,3,0,1,1,0,2,2,2,0,2,1,0,1,8,1,0,1,1,0,0,1,0,2,2,1,2,5,2,1,1,0,2,1,3,3,6,1,6,2,1,2,1,2,1,1,1,1,0,1,0,6,2,0,1,2,1,3,1,0,0,5,1,3,2,5,0,0,3,2,2,0,2,2,0,5,6,5,7,1,7,8,5,4,9,10,7,2,7,0,0,0,0,0,0,0,0,0,0,0,18,3,0,7,0,0
"depart",0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,4,0,0,1,1,0,0,1,0,2,0,0,0,1,0,2,1,72,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,0,0,3,2,1,0,2,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,4,2,50,0,1,11,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,49,0,2,6,0,0,3,0,2,1,7,0,50,1,1,0,0,0,6,6,2,4,1,64,3,51,0,3,7,0,51,0,0,0,0,0,0,0,0,0,0,0,54,1,0,1,0,0
"hill",3,0,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,1,68,0,0,1,0,2,1,0,1,0,73,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,3,0,5,0,1,20,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0,0,50,6,2,3,0,0,2,49,0,53,1,0,21,5,66,1,8,10,2,6,0,0,0,0,0,0,0,0,2,0,0,15,0,0,14,0,0
"challeng",4,0,4,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,27,31,6,0,1,4,0,0,1,0,3,0,0,2,0,2,4,0,7,0,74,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,2,1,0,1,0,1,2,1,4,0,3,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,3,2,0,0,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,3,0,0,2,14,0,0,2,3,0,1,0,1,22,2,3,2,3,6,1,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,0
"plan",3,0,0,0,0,0,0,0,0,0,2,0,1,0,5,1,0,1,0,0,3,0,6,4,4,1,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3,2,0,0,0,0,0,0,1,4,1,1,1,1,0,6,0,3,0,1,0,2,0,1,2,2,1,1,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,1,1,1,0,5,2,5,3,2,0,1,2,0,5,3,0,4,0,1,0,5,1,6,2,0,4,0,2,1,1,0,2,1,0,0,3,3,0,0,4,0,2,0,1,9,2,2,2,0,9,0,0,0,1,2,7,10,3,1,2,0,0,1,0,1,0,3,4,1,0,7,2,0,3,7,0,16,2,3,7,7,1,3,1,4,2,9,5,5,9,4,1,0,0,0,0,0,0,0,1,1,1,25,0,0,5,0,1
"polit",1,1,3,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,4,1,1,8,0,0,2,3,4,0,0,0,0,15,1,2,3,1,1,2,2,3,0,2,0,0,0,0,4,0,2,2,0,1,0,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,4,0,0,4,0,1,1,0,2,0,0,0,0,0,74,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,2,0,4,0,0,1,2,1,3,2,8,0,1,3,1,1,2,0,2,0,3,1,6,2,4,7,1,1,2,0,2,15,0,0,2,0,0,1,5,2,1,0,1,1,6,0,1,0,3,1,1,3,6,1,2,1,0,2,1,0,0,1,1,0,4,0,3,2,2,0,1,1,8,0,1,1,0,3,8,0,0,0,1,1,6,4,0,3,2,4,0,19,4,5,6,0,7,9,2,1,8,1,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0
"apologis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,9,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,13,0,0,1,0,0,0,0,0,0,3,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,63,0,0,68,0,0,0,2,0,0,0,70,4,0,0,0,0,2,68,0,71,0,0,71,0,72,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,64,0,0,1,0,0
"sir",1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,3,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,5,0,0,0,0,1,1,6,9,1,3,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,2,2,0,8,0,0,2,0,0,1,8,0,0,5,0,0,3,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,4,1,2,0,0,0,0,1,2,1,0,0,5,1,2,3,0,0,1,0,3,2,0,0,12,0,0,1,4,0,3,1,5,0,1,0,1,1,0,0,1,0,4,0,1,0,0,2,0,0,0,0,0,0,5,7,0,0,6,0,0,0,0,0,0,0,1,4,2,5,1,1,1,2,0,0,5,3,17,3,4,0,0,0,1,0,10,0,0,3,0,13,8,0,0,0,0
"talk",0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,2,6,1,2,0,1,4,1,0,3,1,17,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,0,2,0,1,1,1,2,6,0,0,1,1,0,1,2,1,8,0,2,3,0,1,0,0,13,0,1,75,0,0,0,0,0,2,0,1,1,0,0,1,1,1,0,1,0,7,1,0,5,0,1,3,1,0,1,0,5,0,0,1,0,0,0,1,1,0,6,10,11,0,2,7,3,1,1,0,1,15,0,0,0,0,2,1,3,1,2,0,1,1,3,1,1,2,0,1,0,8,1,2,0,0,1,1,0,2,0,1,0,1,1,0,1,2,3,1,0,0,3,1,0,1,1,3,3,0,0,2,1,2,0,5,1,6,10,8,3,7,1,1,14,3,2,2,7,8,8,1,0,0,0,0,0,0,0,0,1,0,12,1,0,4,0,0
"deenanath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,77,77,77,0,0,77,0,0,77
"have",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,77,77,77,0,0,77,0,0,77
"navail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,77,77,77,0,0,77,0,0,77
"nslot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,77,77,77,0,0,77,0,0,77
"shivajinagar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,77,77,77,0,0,77,0,0,77
"high",2,0,4,0,0,2,0,0,2,0,2,0,0,3,1,0,0,0,0,1,0,4,1,2,0,0,0,0,0,1,0,0,2,0,1,3,0,0,2,4,0,4,1,1,0,3,0,1,2,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,2,0,2,0,1,2,1,2,1,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,78,0,2,0,0,0,3,1,1,3,0,0,0,0,0,1,0,1,3,4,0,4,0,0,1,5,3,0,2,1,0,2,1,6,1,1,1,5,0,1,2,1,0,2,0,1,4,3,8,3,1,5,1,1,1,2,3,0,1,2,0,3,3,5,3,2,6,4,1,1,4,2,2,0,2,0,7,3,1,0,2,4,0,1,2,1,3,0,1,0,6,0,2,2,0,2,2,5,5,1,6,4,2,4,4,6,2,3,7,6,12,11,4,46,0,0,0,0,0,0,0,0,2,0,0,19,2,0,4,0,0
"pvt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,78,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,77,77,78,77,0,0,77,0,0,77
"studi",0,1,2,0,0,1,2,0,1,0,1,0,3,6,1,0,2,0,1,0,0,0,0,3,0,0,0,0,1,1,2,0,1,0,0,0,2,0,2,5,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1,0,1,0,5,0,0,1,0,1,0,2,1,3,1,0,2,2,1,0,0,0,0,0,1,2,1,3,1,0,2,0,1,0,0,2,0,0,2,1,0,0,0,0,0,2,0,78,0,0,0,1,0,0,2,3,3,2,2,0,8,0,3,4,1,2,1,0,0,4,2,4,0,2,0,0,1,0,4,2,0,0,1,0,0,0,1,0,1,0,0,2,2,1,3,2,0,8,4,1,0,0,0,2,0,0,1,1,0,2,1,2,0,4,0,4,2,1,0,0,0,4,3,0,0,3,0,1,0,1,0,0,0,6,0,4,0,0,2,1,0,0,3,5,1,5,1,0,2,1,1,1,9,0,9,8,4,10,13,0,0,0,0,0,0,1,0,1,2,1,15,7,4,4,0,0
"enter",0,7,1,1,0,0,1,1,7,4,1,0,0,0,2,1,5,0,0,0,0,1,6,0,0,1,0,0,0,4,2,0,1,3,1,0,0,0,0,0,0,0,3,1,1,2,0,19,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,4,3,8,1,0,3,0,0,1,7,2,3,1,0,0,0,1,1,0,1,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,79,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,7,1,6,8,0,0,0,0,0,1,8,1,3,1,0,4,0,3,5,0,0,1,7,6,0,0,2,4,0,1,0,4,1,0,1,1,0,1,1,2,3,2,11,2,0,16,0,0,0,0,1,3,32,1,0,1,0,0,0,0,0,0,1,14,0,1,0,2,1,6,6,1,21,3,4,4,4,7,1,0,10,1,14,2,7,7,8,2,0,0,0,0,0,0,0,0,1,0,5,1,0,11,0,0
"arizona",0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,6,0,0,0,0,0,45,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,38,0,0,0,4,0,4,29,0,3,0,0,0,13,0,4,0,0,1,0,0,0,0,0,6,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,1,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,41,1,0,5,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,0,3,0,0,1,0,21,12,17,58,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
"book",1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,17,1,0,0,0,0,3,2,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,2,4,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,2,0,80,0,1,2,0,0,3,3,0,0,2,1,0,2,2,1,0,0,0,0,1,0,2,3,4,0,2,2,0,3,0,3,0,0,0,0,0,15,3,0,0,2,1,2,0,3,0,0,0,3,0,0,0,5,2,0,1,1,0,7,0,1,1,0,1,2,2,1,0,4,1,0,0,2,1,0,0,5,2,0,0,0,5,0,9,3,0,3,2,3,0,1,2,0,0,0,10,1,4,2,0,0,4,7,0,4,2,20,3,8,0,0,0,4,0,1,1,0,2,4,7,3,0,6,0,0
"care",3,0,3,0,1,2,0,0,1,0,3,1,4,0,1,0,1,1,0,1,3,2,1,1,0,1,0,0,2,2,2,0,3,0,0,0,0,0,1,1,0,1,0,1,3,2,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,1,1,1,2,0,0,0,0,0,1,1,3,0,3,0,1,6,0,2,0,0,0,0,1,1,1,6,0,1,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,80,0,0,0,1,1,0,1,0,2,0,1,0,3,2,3,1,0,3,0,2,0,1,0,0,0,2,1,1,1,4,0,0,3,1,2,0,0,0,0,1,1,4,0,1,3,0,2,0,1,1,3,0,4,5,4,4,1,0,1,7,0,1,1,3,1,0,0,0,1,5,1,1,0,1,7,1,1,2,2,12,1,3,2,4,4,1,0,8,7,1,6,2,1,7,10,3,6,2,2,9,10,14,2,14,11,3,16,0,0,0,0,0,0,0,0,1,1,0,20,6,0,18,0,0
"dr",0,0,1,0,0,1,2,0,1,0,0,0,0,3,0,2,0,0,3,0,1,0,1,2,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,3,7,1,1,1,6,2,4,1,0,2,0,1,0,1,3,0,1,0,2,2,3,1,3,0,1,0,0,0,0,0,2,2,1,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,80,1,0,2,0,1,1,0,8,0,0,1,0,0,0,0,7,0,1,2,1,1,0,0,7,0,0,1,2,0,1,1,0,0,0,2,0,0,0,1,1,1,1,0,0,3,3,0,0,0,0,3,1,0,2,0,0,2,1,1,0,4,0,1,0,0,0,1,0,8,0,2,1,2,4,3,0,1,7,0,1,0,5,2,7,2,0,2,1,5,4,1,0,0,1,3,4,9,4,11,18,6,1,11,2,3,7,2,0,0,0,1,0,0,1,0,1,3,11,11,0,9,0,0
"good",0,0,0,0,0,2,1,0,0,0,2,0,2,1,1,0,2,0,2,3,1,0,1,2,0,0,0,1,1,1,0,2,3,0,1,0,2,0,3,0,0,2,2,0,2,1,0,1,3,1,3,1,1,2,1,1,1,1,2,0,0,0,2,2,0,0,0,2,0,0,0,5,1,3,4,1,2,0,0,4,1,0,1,2,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,80,0,2,0,1,1,0,1,1,1,2,1,1,6,0,2,0,2,3,1,3,0,1,1,0,1,0,1,1,1,2,1,4,2,1,4,1,0,3,5,2,4,4,3,1,1,2,3,1,3,2,1,0,5,4,2,1,1,3,2,4,1,5,1,0,0,1,0,6,0,2,0,2,4,1,2,2,1,2,1,2,3,6,1,0,5,4,2,3,4,3,2,9,3,5,4,7,4,5,11,4,6,9,7,4,9,2,0,0,0,0,0,0,0,1,0,1,16,1,0,4,0,0
"wear",0,0,1,0,0,1,0,1,0,0,0,16,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,15,1,0,1,0,1,1,43,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,12,0,0,2,0,0,1,2,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,1,38,0,0,0,0,80,0,3,0,5,0,5,26,1,1,0,0,0,0,0,7,0,2,0,1,3,0,2,0,5,1,15,4,0,0,1,3,0,0,0,0,0,0,0,1,2,1,1,3,3,1,19,0,0,0,0,0,1,7,0,1,11,1,4,1,0,3,0,0,0,0,0,2,71,2,0,15,5,0,0,0,0,0,0,1,2,0,1,0,7,5,0,1,6,3,1,4,1,8,1,13,42,2,3,0,9,5,2,1,5,0,0,0,0,0,0,0,0,0,0,0,51,0,0,4,0,0
"myocard",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,3,4,0,0,2,1,0,0,0,4,0,2,0,2,0,0,0,9,1,0,1,0,2,0,1,0,1,1,0,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,2,0,81,1,0,0,0,3,0,0,2,1,0,1,0,2,1,1,4,0,1,0,0,0,0,0,1,1,0,4,0,0,1,3,0,1,1,0,1,1,1,0,0,2,2,6,0,0,5,4,0,0,0,5,2,0,0,0,1,0,7,0,2,4,1,0,0,6,14,0,0,0,1,4,0,1,7,1,0,7,3,1,4,1,0,0,2,0,0,0,26,0,11,0,5,2,3,7,7,2,11,2,7,9,18,1,0,0,0,0,1,0,0,0,0,0,0,10,2,0,8,0,0
"fulli",0,0,0,0,0,1,2,1,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,5,1,0,2,0,0,12,1,1,0,0,2,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2,1,1,0,3,0,0,1,0,1,0,2,2,0,3,3,0,3,0,2,0,0,0,0,11,2,0,6,0,0,1,5,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,3,1,82,3,0,0,0,0,0,5,2,1,1,0,0,2,2,1,2,0,8,6,3,0,13,0,1,4,4,4,3,0,1,2,0,2,7,6,1,1,2,0,2,1,1,5,10,0,1,3,3,0,4,14,0,1,2,1,22,1,8,0,0,12,0,0,0,2,3,1,7,6,1,1,0,0,2,0,11,2,5,4,1,0,4,1,1,3,3,5,13,1,1,8,14,5,4,1,4,1,22,2,8,18,7,1,0,0,0,0,0,0,0,0,2,0,29,2,0,3,0,0
