"","clean_text","date","text","retweet_count","favorite_count","reply"
"3491"," Respected Health Minister Sir. It is commendable that you are working day &amp; night to ensure safety of all from COVID. Sorry to inform that today many people had to return unattended from SB Deora College as vaccine got exhausted. Please help",2021-06-25 13:42:03,"b'@keshab_mahanta Respected Health Minister Sir. It is commendable that you are working day &amp; night to ensure safety of all from COVID. Sorry to inform that today many people had to return unattended from SB Deora College as vaccine got exhausted. Please help'",0,0,0
"3492","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1144,Dose2 Capacity: 410,75,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 13:38:31,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 479,1144,\nDose2 Capacity: 410,75,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3493","Florida State University has claimed an attempt to mandate students from one dept in the College of Music to take the COVID vaccine was on accident, after State Representative Anthony Sabatini slammed them in an open letter.Educrats lie so easily.",2021-06-25 13:36:38,"b'""Florida State University has claimed an attempt to mandate students from one dept in the College of Music to take the COVID vaccine was on accident, after State Representative Anthony Sabatini slammed them in an open letter.""\n\nEducrats lie so easily.\n\nhttps://t.co/xKwRW1Sd9Q'",0,1,0
"3494","We are excited to announce that Barnard is joining the White House and the U.S. Department of Educations COVID-19 College Vaccine Challenge! Visit our website to learn about the challenge and the Colleges commitment: ",2021-06-25 13:30:56,"b""We are excited to announce that Barnard is joining the White House and the U.S. Department of Educations COVID-19 College Vaccine Challenge! Visit our website to learn about the challenge and the College's commitment: https://t.co/H58csI7Weh \n\n#VaccinesWork #SlowTheSpread https://t.co/Iz9OpJhhoN""",4,5,0
"3495","90 minutes left to #GrabAJab!Head to #Worcester Guildhall before 4pm for your first #NHSCOVIDVaccine dose of the Moderna vaccine if youre 18 or older.No need to book - just #WalkIn.Bring photo to prove your age.1st doses only     ",2021-06-25 13:30:29,"b""90 minutes left to #GrabAJab!\nHead to #Worcester Guildhall before 4pm for your first #NHSCOVIDVaccine dose of the Moderna vaccine if you're 18 or older.\nNo need to book - just #WalkIn.\nBring photo to prove your age.\n1st doses only \n@worcscc @HW_CCG @HOW_College @WorcesterBID https://t.co/RLE6Lew4zC""",5,4,0
"3496","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1152,Dose2 Capacity: 412,75,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 13:28:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 479,1152,\nDose2 Capacity: 412,75,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3497","Is it medically advisable to undergo a risky procedure without a likely benefit merely because it satisfies a bureaucratic demand for uniformity? Is that approach even ethical?",2021-06-25 13:25:57,"b'Is it medically advisable to undergo a risky procedure without a likely benefit merely because it satisfies a bureaucratic demand for uniformity? Is that approach even ethical?\nhttps://t.co/QPnTvziSS4'",3,10,0
"3498","One of NEOMEDs newest members, Iris Mirelez, M.Ed, assistant director of Student Diversity in the College of Medicine, explains why she got the #COVID19 vaccine: ",2021-06-25 13:20:03,"b""One of NEOMED's newest members, Iris Mirelez, M.Ed, assistant director of Student Diversity in the College of Medicine, explains why she got the #COVID19 vaccine: https://t.co/NHXJYv1nvf https://t.co/r4CbMBKTbt""",2,4,0
"3499","Across eastern Oregon, our vaccine rates arent nearly as high as we would like to see. Theres more vaccine hesitancy and frankly, its more wide open spaces. These are smaller communities.Always read  !",2021-06-25 13:14:13,"b'Across eastern Oregon, our vaccine rates arent nearly as high as we would like to see. Theres more vaccine hesitancy and frankly, its more wide open spaces. These are smaller communities.\n\nAlways read @franciediep !\nhttps://t.co/o8Izh1VZjM'",1,2,0
"3500","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1165,Dose2 Capacity: 415,76,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 13:08:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 479,1165,\nDose2 Capacity: 415,76,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3501",": Full stadiums this year. :  can fly to camp in California. :  cant hold camp on a nearby college campus. Hey, : You do know theres a vaccine, right? What are we doing? ",2021-06-25 13:03:40,"b'@NFL: Full stadiums this year. \n@NFL: @dallascowboys can fly to camp in California. \n@NFL: @steelers cant hold camp on a nearby college campus. \n\nHey, @nflcommish: You do know theres a vaccine, right? What are we doing? https://t.co/BO9K1fhnre'",0,1,0
"3502","If youre in the LaPorte or surrounding area ....J&amp;J  VaccineNo appointment necessary San Jancinto College Maritime Center3700 Old Highway 146La Porte 77571- Operational time: 8AM - 2PM SHARE! SHARE! SHARE!",2021-06-25 13:03:26,"b'If youre in the LaPorte or surrounding area ....\n\nJ&amp;J  Vaccine\nNo appointment necessary \n\nSan Jancinto College Maritime Center\n3700 Old Highway 146\nLa Porte 77571\n\n- Operational time: 8AM - 2PM \n\nSHARE! SHARE! SHARE!'",1,1,0
"3503","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1168,Dose2 Capacity: 415,76,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 13:03:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 479,1168,\nDose2 Capacity: 415,76,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3504","Morning Headlines: State lawmakers have attached a transgender ban to a popular college athlete bill, and an Ohio grassroots gun safety group is ending operations. ",2021-06-25 13:01:17,"b'Morning Headlines: State lawmakers have attached a transgender ban to a popular college athlete bill, and an Ohio grassroots gun safety group is ending operations. https://t.co/QeDxnvu6Qp'",0,0,0
"3505","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1173,Dose2 Capacity: 415,76,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:58:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 479,1173,\nDose2 Capacity: 415,76,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3506","Patients with kidney ailments can take vaccine even they have to undergo dialysis: Dr. Gopala Krishnan, Director, Dept. of Nephrology, Madras Medical College          ",2021-06-25 12:54:55,"b'Patients with kidney ailments can take vaccine even they have to undergo dialysis: Dr. Gopala Krishnan, Director, Dept. of Nephrology, Madras Medical College\n\n@MoHFW_INDIA @drharshvardhan @MIB_India @PIB_India @DG_PIB @Subramanian_ma @RAKRI1 @NHM_TN @TNDPHPM @gmcrgggh https://t.co/M9LN0BmRQV'",1,0,0
"3507","I bet the education diverge on vaccine uptake among young people is shocking. Like college graduate young people getting their shots at a wayyyyyyy higher rate than non-college young people.",2021-06-25 12:51:40,"b'I bet the education diverge on vaccine uptake among young people is shocking. Like college graduate young people getting their shots at a wayyyyyyy higher rate than non-college young people.'",0,1,0
"3508","Stu, Stu ,Stu. Many ppl deciding not to take this Covid shot are not anyi- vaxxers. This shouldnt be in the discussions. Ive had every vaccine as a kid and even Tetnus for college entry. I didnt take this one yet because no formal approval &amp; other reasns.#PutThatInYourPipe",2021-06-25 12:50:27,"b""Stu, Stu ,Stu. Many ppl deciding not to take this Covid shot are not anyi- vaxxers. This shouldn't be in the discussions. I've had every vaccine as a kid and even Tetnus for college entry. I didn't take this one yet because no formal approval &amp; other reasns.\n\n#PutThatInYourPipe""",0,10,0
"3509","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 480,1183,Dose2 Capacity: 418,76,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:48:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 480,1183,\nDose2 Capacity: 418,76,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3510","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 480,1189,Dose2 Capacity: 418,77,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:43:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 480,1189,\nDose2 Capacity: 418,77,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3511","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 481,1197,Dose2 Capacity: 419,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:38:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 481,1197,\nDose2 Capacity: 419,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3512"," Hi, which vaccine would it be at Centennial College this weekend?",2021-06-25 12:33:15,"b'@SHNcares Hi, which vaccine would it be at Centennial College this weekend?'",0,0,0
"3513","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1197,Dose2 Capacity: 420,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:33:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1197,\nDose2 Capacity: 420,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3514","Covid-19 cases top 15,000 a day among unvaccinated people in UK ",2021-06-25 12:28:55,"b'Covid-19 cases top 15,000 a day among unvaccinated people in UK https://t.co/CnCEo3VVQN\n\nKings College  behind the study said their data show a higher positivity rate in people who have had only a first dose of vaccine\n\ncompared with those who have had two vaccinations'",0,0,0
"3515","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1199,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:28:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1199,\nDose2 Capacity: 422,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3516","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1200,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:23:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1200,\nDose2 Capacity: 422,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3517","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1201,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:18:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1201,\nDose2 Capacity: 422,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3518","Are you 18+ and havent received your vaccine yet?  You can get yours now! Visit one of the walk-in (no appointment needed) Vaccination Sites to get your first or second dose. You can find out more here  ",2021-06-25 12:17:43,"b""Are you 18+ and haven't received your vaccine yet?  You can get yours now! Visit one of the walk-in (no appointment needed) Vaccination Sites to get your first or second dose. You can find out more here  https://t.co/KOD10HzPFN. #BigWalkInWeekend https://t.co/8b8yiEPR6z""",3,4,0
"3519","Every one knows that any vaccine is successful only after 15 days after the 2nd dose, what is use of giving only 1st dose and starting the college? You want money from our exams, thats why you are starting the college.You are a DOCTOR, dont you know?#NoExamUntilVaccination ",2021-06-25 12:16:06,"b""Every one knows that any vaccine is successful only after 15 days after the 2nd dose, what is use of giving only 1st dose and starting the college? You want money from our exams, that's why you are starting the college.\n\nYou are a DOCTOR, don't you know?\n\n#NoExamUntilVaccination https://t.co/9582J5FhLb""",0,2,0
"3520","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1203,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:12:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1203,\nDose2 Capacity: 422,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3521","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1202,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 12:08:11,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 482,1202,\nDose2 Capacity: 422,78,\nDates Available: 26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3522","Connecticut stste colleges and universities to require a Covid-19 vaccine for Fall 2021! #bbn #COVID19 #COVID19Vaccine #UConn #Connecticut #college ",2021-06-25 12:00:24,"b'Connecticut stste colleges and universities to require a Covid-19 vaccine for Fall 2021! #bbn #COVID19 #COVID19Vaccine #UConn #Connecticut #college https://t.co/P0XmXPOz7d'",3,0,0
"3523","#COVID Vaccine #Clinic at Cape Cod Community College Shutting Down - ",2021-06-25 12:00:11,"b'#COVID Vaccine #Clinic at Cape Cod Community College Shutting Down - https://t.co/ZG0AIweHxk https://t.co/Z9oWu3hbBJ'",0,0,0
"3524","While  polices what college students can think about, Connecticut is actually keeping students safe.Connecticut State Colleges and Universities system will require vaccination for all students this fall ",2021-06-25 11:55:45,"b'While @GovRonDeSantis polices what college students can think about, Connecticut is actually keeping students safe.\n\nConnecticut State Colleges and Universities system will require vaccination for all students this fall https://t.co/ZbfS0aOnT7'",9,20,0
"3525","The Flu Vaccine: Fact &amp;amp; Fiction (College Health Guru) ",2021-06-25 11:45:38,"b'The Flu Vaccine: Fact &amp;amp; Fiction (College Health Guru) https://t.co/ka5jE8mmOj'",0,0,0
"3526","Given that  exhorts the experts he\ll no doubt be endorsing these comments by Dr. Peter McCullough, Professor of Medicine, Texas A &amp; M College of Medicine, right?Neil?You there, Neil?",2021-06-25 11:40:42,"b'Given that @NeilDotObrien exhorts the ""experts"" he\'ll no doubt be endorsing these comments by Dr. Peter McCullough, Professor of Medicine, Texas A &amp; M College of Medicine, right?\nNeil?\nYou there, Neil?\nhttps://t.co/wfP7IDK2jL'",0,0,0
"3527","   what vaccine do you have today at Seneca College Newnham campus? Is it Pfizer or Moderna? Thank you!",2021-06-25 11:38:56,"b'@NYGH_News @VaxHuntersCan @NYT_HP what vaccine do you have today at Seneca College Newnham campus? Is it Pfizer or Moderna? Thank you!'",0,0,1
"3528"," aaa at first its difficult for me to get a vaccine as a student who will be having an internship in a hospital since presenting an ID wasnt enough  (&amp; there are priority groups). Had to get documents from our college as proof. Kind of tedious,, but finally got vaccinated! &lt;3",2021-06-25 11:33:30,"b""@_kamatan aaa at first it's difficult for me to get a vaccine as a student who will be having an internship in a hospital since presenting an ID wasn't enough  (&amp; there are priority groups). Had to get documents from our college as proof. Kind of tedious,, but finally got vaccinated! &lt;3""",0,0,1
"3529","Controversy over vaccine again in Bengal! The officers of the camp fled to the top of the wall of the college out offear. ",2021-06-25 11:27:02,"b'Controversy over vaccine again in Bengal! The officers of the camp fled to the top of the wall of the college out offear. https://t.co/28dI3PjXyc'",0,0,0
"3530"," Could you make this stuff up? DeSantis doesnt want vaccine verification for cruise ship passengers yet wants University &amp; college students &amp; staff to state for which political party the voted?",2021-06-25 11:25:59,"b""@marceelias Could you make this stuff up? DeSantis doesn't want vaccine verification for cruise ship passengers yet wants University &amp; college students &amp; staff to state for which political party the voted?""",1,0,1
"3531","Conservative state legislators are resisting a push from universities to require proof of coronavirus #vaccination from students this fall, despite most colleges already having non-COVID-19 vaccine mandates.  writes for  ",2021-06-25 11:20:05,"b'Conservative state legislators are resisting a push from universities to require proof of coronavirus #vaccination from students this fall, despite most colleges already having non-COVID-19 vaccine mandates. @ben__leonard writes for @politico https://t.co/S2oXakOTV2'",0,0,0
"3532","   2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptabl",2021-06-25 11:17:29,"b'@cohen_brother @pieterstreicher @PanData19 2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptabl'",0,0,1
"3533","   Are public universities in Texas or Florida mandating the vaccine? This is such a nightmare for these poor college kids who dont want the vax.",2021-06-25 11:10:10,"b""@HerbsandDirt @CigargoyleMK @People1stPlanet Are public universities in Texas or Florida mandating the vaccine? This is such a nightmare for these poor college kids who don't want the vax.""",1,1,1
"3534","   2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptable.",2021-06-25 11:05:31,"b'@cohen_brother @pieterstreicher @PanData19 2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptable.'",0,0,1
"3535","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 522,445,486,1272,Dose2 Capacity: 54,306,432,83,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 11:00:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 522,445,486,1272,\nDose2 Capacity: 54,306,432,83,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3536","Karnataka Deputy Chief Minister C N Ashwath Narayan on Thursday said all college students above 18 years, their teaching staff and non-teaching staff will be considered as a priority group to administer the covid vaccine",2021-06-25 11:00:01,"b'Karnataka Deputy Chief Minister C N Ashwath Narayan on Thursday said all college students above 18 years, their teaching staff and non-teaching staff will be considered as a priority group to administer the covid vaccine\n\nhttps://t.co/x2CJUsb3HD'",4,67,0
"3537","Come on in &amp; get your first #vaccine jab at Worcester Guildhall!Its #GradAJab day &amp; weve got the Moderna vaccine for anyone aged 18 or older.No need to book - just #WalkInBring photo ID to prove your age!#NHSCOVIDVaccine     ",2021-06-25 10:55:03,"b""Come on in &amp; get your first #vaccine jab at Worcester Guildhall!\nIt's #GradAJab day &amp; we've got the Moderna vaccine for anyone aged 18 or older.\nNo need to book - just #WalkIn\nBring photo ID to prove your age!\n#NHSCOVIDVaccine @WSFC_Official @RGSW_SixthForm @HOW_College @HW_CCG https://t.co/ea00ehbVza""",5,1,0
"3538"," Im trying to book for 1st dose of vaccine for tomorrow. But till now slot is not opening. Is there any provision to walk in registation for tomorrow at nogaon college ?",2021-06-25 10:50:59,"b""@NagaonNhm I'm trying to book for 1st dose of vaccine for tomorrow. But till now slot is not opening. Is there any provision to walk in registation for tomorrow at nogaon college ?""",0,0,0
"3539","Students body, students choice. ",2021-06-25 10:40:46,"b""Student's body, student's choice. \n\nhttps://t.co/aN3spujMZf""",0,0,0
"3540"," Dear sir. I had booked a slot for Covid vaccination in Mesco College of pharmacy Hyderabad but did not take vaccine. But I got certificate saying 1st dose received. My vaccine is due on 28 June. Please help me ",2021-06-25 10:39:40,"b'@Collector_KB Dear sir. I had booked a slot for Covid vaccination in Mesco College of pharmacy Hyderabad but did not take vaccine. But I got certificate saying 1st dose received. My vaccine is due on 28 June. Please help me https://t.co/AxnzWbaXr7'",0,0,0
"3541","Pradhan mantriji  vaccine College students immediately. No more time to waste, its a humble request. #NoExamUntilVaccination",2021-06-25 10:18:07,"b""Pradhan mantriji @narendramodi\nPlease vaccine College students immediately. No more time to waste, it's a humble request.@AmitShah @drharshvardhan\n#NoExamUntilVaccination""",0,0,0
"3542","The political/culture wars over vaccination mandates at colleges and univs in 16 GOP states = a disaster this fall as students return, low vax rates, the Delta variant dominant, winter drives people indoors.   ",2021-06-25 10:14:55,"b'The political/culture wars over vaccination mandates at colleges and univs in 16 GOP states = a disaster this fall as students return, low vax rates, the Delta variant dominant, winter drives people indoors.   https://t.co/bvOG4NSwXA'",0,0,0
"3543","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 522,445,490,1307,Dose2 Capacity: 54,306,440,86,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 10:12:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 522,445,490,1307,\nDose2 Capacity: 54,306,440,86,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3544","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 523,445,490,1312,Dose2 Capacity: 54,305,441,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 10:07:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 523,445,490,1312,\nDose2 Capacity: 54,305,441,87,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3545","The vaccination clinic atCranford Community College is having three walk in days this Friday, Saturday and Sunday. The vaccine is Pfizer and they are doing 1st and 2nd jabs. ",2021-06-25 10:05:52,"b'The vaccination clinic at\nCranford Community College\n is having three walk in days this Friday, Saturday and Sunday. The vaccine is Pfizer and they are doing 1st and 2nd jabs. https://t.co/CxztF6qX8B'",0,0,0
"3546","Whats most disconcerting about the vaccine scam in Kolkata is that until  complained, none had complained about not receiving their certificates. Saw a college student say on TV that he took Sputnik V at the camp(when it is only being piloted in select hospitals)",2021-06-25 10:03:48,"b""What's most disconcerting about the vaccine scam in Kolkata is that until @mimichakraborty complained, none had complained about not receiving their certificates. Saw a college student say on TV that he took Sputnik V at the camp(when it is only being piloted in select hospitals)""",0,0,0
"3547","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 523,445,491,1319,Dose2 Capacity: 55,305,441,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 10:02:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 523,445,491,1319,\nDose2 Capacity: 55,305,441,87,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3548","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 527,445,492,1325,Dose2 Capacity: 55,305,442,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:57:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 527,445,492,1325,\nDose2 Capacity: 55,305,442,87,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3549","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 530,445,492,1331,Dose2 Capacity: 55,305,443,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:54:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 530,445,492,1331,\nDose2 Capacity: 55,305,443,87,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3550"," Today womens college Jaleswar vaccine not available .why reply plz",2021-06-25 09:44:50,"b'@DBalasore Today womens college Jaleswar vaccine not available .why reply plz'",0,0,1
"3551","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 533,445,493,1335,Dose2 Capacity: 55,305,446,88,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:42:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 533,445,493,1335,\nDose2 Capacity: 55,305,446,88,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3552","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1338,Dose2 Capacity: 55,305,446,89,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:37:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 537,445,493,1338,\nDose2 Capacity: 55,305,446,89,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
